source,taxonomy,window,code,name,taxonomy_class,measure_class,n_facts,n_filings,resolved_id,tier,confidence,rule,seen_in_train,in_crosswalk,declared_out_of_core,baseline_naive,gold
eurostat_na_item,gfs,train,D29_D5_D8,"""Other taxes on production; current taxes on income, wealth, etc; adjustment for the change in pension entitlements""",standard,monetary,51867,30,,escalated,0.0,,True,False,True,,
eurostat_na_item,gfs,train,D62_D632,Social benefits other than social transfers in kind and social transfers in kind - purchased market production,standard,monetary,51525,30,,escalated,0.0,,True,False,False,,
eurostat_na_item,gfs,train,D4,Property income,standard,monetary,50718,30,EXP_DebtService,tier1_exact,1.0,tier1:gfs:D4,True,True,False,,
eurostat_na_item,gfs,train,D62,Social benefits other than social transfers in kind,standard,monetary,49289,30,EXP_SocialBenefitsExpense,tier1_exact,1.0,tier1:gfs:D62,True,True,False,,
eurostat_na_item,gfs,train,D632,Social transfers in kind - purchased market production,standard,monetary,48866,30,EXP_SocialBenefitsExpense,tier1_exact,1.0,tier1:gfs:D632,True,True,False,,
eurostat_na_item,gfs,train,P32,Collective consumption expenditure,standard,monetary,48109,29,,escalated,0.0,,True,False,True,,
eurostat_na_item,gfs,train,P31,Individual consumption expenditure,standard,monetary,42421,29,,escalated,0.0,,True,False,True,,
eurostat_na_item,gfs,train,D9_S1311,"Capital transfers, expenditure, of which to subsector central government (S1311)",standard,monetary,1601,2,equity.capital,tier2_keyword,0.85,tier2:equity.capital:capital,True,False,False,,
eurostat_na_item,gfs,train,D4_S1311,"Property income, of which payable to subsector S1311",standard,monetary,1600,1,liability.current.payables,tier2_keyword,0.85,tier2:liability.current.payables:payable,True,False,False,,
eurostat_na_item,gfs,train,D4_S1312,"Property income, of which payable to subsector S1312",standard,monetary,1600,1,liability.current.payables,tier2_keyword,0.85,tier2:liability.current.payables:payable,True,False,False,,
eurostat_na_item,gfs,train,D4_S1313,"Property income, of which payable to subsector S1313",standard,monetary,1600,1,liability.current.payables,tier2_keyword,0.85,tier2:liability.current.payables:payable,True,False,False,,
eurostat_na_item,gfs,train,D4_S1314,"Property income, of which payable to subsector S1314",standard,monetary,1600,1,liability.current.payables,tier2_keyword,0.85,tier2:liability.current.payables:payable,True,False,False,,
eurostat_na_item,gfs,train,D7_S1311,"Other current transfers,of which payable to subsector S1311",standard,monetary,1600,1,liability.current.payables,tier2_keyword,0.85,tier2:liability.current.payables:payable,True,False,False,,
eurostat_na_item,gfs,train,D7_S1312,"Other current transfers,of which payable to subsector S1312",standard,monetary,1600,1,liability.current.payables,tier2_keyword,0.85,tier2:liability.current.payables:payable,True,False,False,,
eurostat_na_item,gfs,train,D7_S1313,"Other current transfers,of which payable to subsector S1313",standard,monetary,1600,1,liability.current.payables,tier2_keyword,0.85,tier2:liability.current.payables:payable,True,False,False,,
eurostat_na_item,gfs,train,D7_S1314,"Other current transfers,of which payable to subsector S1314",standard,monetary,1600,1,liability.current.payables,tier2_keyword,0.85,tier2:liability.current.payables:payable,True,False,False,,
eurostat_na_item,gfs,train,D9_S1312,"Capital transfers, expenditure, of which to subsector state government (S1312)",standard,monetary,1600,1,equity.capital,tier2_keyword,0.85,tier2:equity.capital:capital,True,False,False,,
eurostat_na_item,gfs,train,D9_S1313,"Capital transfers, expenditure, of which to subsector local government (S1313)",standard,monetary,1600,1,equity.capital,tier2_keyword,0.85,tier2:equity.capital:capital,True,False,False,,
eurostat_na_item,gfs,train,D9_S1314,"Capital transfers, expenditure, of which to subsector social security funds (S1314)",standard,monetary,1600,1,equity.capital,tier2_keyword,0.85,tier2:equity.capital:capital,True,False,False,,
imf_gfs,gfs,holdout,G12_T,"Social contributions, Transactions",standard,monetary,338,94,GOV_SocialContributions,tier1_exact,1.0,tier1:gfs:G12_T,True,True,False,,
imf_gfs,gfs,holdout,G11_T,"Taxes, Transactions",standard,monetary,337,94,GOV_TaxRevenue,tier1_exact,1.0,tier1:gfs:G11_T,True,True,False,,
imf_gfs,gfs,holdout,G2_T,"Expense, Transactions",standard,monetary,335,94,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,holdout,G1_T,"Revenue, Transactions",standard,monetary,333,93,revenue.operating,tier2_keyword,0.85,tier2:revenue.operating:revenue,True,False,True,,
imf_gfs,gfs,holdout,G24_T,"Interest payable, Transactions",standard,monetary,332,94,EXP_DebtService,tier1_exact,1.0,tier1:gfs:G24_T,True,True,False,,
imf_gfs,gfs,holdout,G21_T,"Compensation of employees, Transactions",standard,monetary,331,93,EXP_PersonnelCosts_Gov,tier1_exact,1.0,tier1:gfs:G21_T,True,True,False,,
imf_gfs,gfs,holdout,G22_T,"Use of goods and services, Transactions",standard,monetary,331,93,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,holdout,G25_T,"Subsidies payable, Transactions",standard,monetary,331,93,EXP_GrantsAndSubsidiesPaid,tier1_exact,1.0,tier1:gfs:G25_T,True,True,False,,
imf_gfs,gfs,holdout,G27_T,"Social benefits, Transactions",standard,monetary,331,93,EXP_SocialBenefitsExpense,tier1_exact,1.0,tier1:gfs:G27_T,True,True,False,,
imf_gfs,gfs,holdout,GPB_T,"Primary net lending (+) / net borrowing (-), Transactions",standard,monetary,328,92,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,holdout,G14_T,"Other revenue, Transactions",standard,monetary,308,87,GOV_FeeRevenue_Exchange,tier1_exact,1.0,tier1:gfs:G14_T,True,True,False,,
imf_gfs,gfs,holdout,G26_T,"Grants payable, Transactions",standard,monetary,308,88,EXP_GrantsAndSubsidiesPaid,tier1_exact,1.0,tier1:gfs:G26_T,True,True,False,,
imf_gfs,gfs,holdout,G28_T,"Other expense, Transactions",standard,monetary,308,88,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,holdout,G13_T,"Grants receivable, Transactions",standard,monetary,307,87,GOV_TransfersReceived,tier1_exact,1.0,tier1:gfs:G13_T,True,True,False,,
imf_gfs,gfs,holdout,GF04_T,"Economic affairs, Transactions",standard,monetary,252,73,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,holdout,GF05_T,"Environmental protection, Transactions",standard,monetary,252,73,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,holdout,GF06_T,"Housing and community amenities, Transactions",standard,monetary,252,73,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,holdout,GF07_T,"Health, Transactions",standard,monetary,252,73,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,holdout,GF08_T,"Recreation, culture and religion, Transactions",standard,monetary,252,73,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,holdout,GF09_T,"Education, Transactions",standard,monetary,252,73,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,holdout,GF10_T,"Social protection, Transactions",standard,monetary,252,73,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,holdout,GF01_T,"General public services, Transactions",standard,monetary,251,73,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,holdout,GF03_T,"Public order and safety, Transactions",standard,monetary,250,73,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,holdout,GF02_T,"Defence, Transactions",standard,monetary,248,74,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,holdout,GF0170_T,"Public debt transactions, Transactions",standard,monetary,233,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF042_T,"Agriculture, forestry, fishing and hunting, Transactions",standard,monetary,233,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF043_T,"Fuel and energy, Transactions",standard,monetary,233,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF044_T,"Mining, manufacturing and construction, Transactions",standard,monetary,233,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF045_T,"Transport, Transactions",standard,monetary,233,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF072_T,"Outpatient services, Transactions",standard,monetary,233,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF073_T,"Hospital services, Transactions",standard,monetary,233,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0740_T,"Public health services, Transactions",standard,monetary,233,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF094_T,"Tertiary education, Transactions",standard,monetary,233,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0160_T,"General public services n.e.c., Transactions",standard,monetary,232,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF025_T,"Defence n.e.c., Transactions",standard,monetary,232,70,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF041_T,"General economic, commercial and labour affairs, Transactions",standard,monetary,232,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0712_T,"Other medical products, Transactions",standard,monetary,232,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0760_T,"Health n.e.c., Transactions",standard,monetary,232,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0950_T,"Education not definable by level, Transactions",standard,monetary,232,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0980_T,"Education n.e.c., Transactions",standard,monetary,232,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0610_T,"Housing development, Transactions",standard,monetary,231,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0630_T,"Water supply, Transactions",standard,monetary,231,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0640_T,"Street lighting, Transactions",standard,monetary,231,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0660_T,"Housing and community amenities n.e.c., Transactions",standard,monetary,231,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0810_T,"Recreational and sporting services, Transactions",standard,monetary,231,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0820_T,"Cultural services, Transactions",standard,monetary,231,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0830_T,"Broadcasting and publishing services, Transactions",standard,monetary,231,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF012_T,"Foreign economic aid, Transactions",standard,monetary,230,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF013_T,"General services, Transactions",standard,monetary,230,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0140_T,"Basic research, Transactions",standard,monetary,230,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0180_T,"Transfers of a general character between different levels of government, Transactions",standard,monetary,230,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0210_T,"Military defence, Transactions",standard,monetary,230,69,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0230_T,"Foreign military aid, Transactions",standard,monetary,230,69,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF011_T,"Executive and legislative organs, financial and fiscal affairs, external affairs, Transactions",standard,monetary,229,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0460_T,"Communication, Transactions",standard,monetary,229,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0510_T,"Waste management, Transactions",standard,monetary,229,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0520_T,"Waste water management, Transactions",standard,monetary,229,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0540_T,"Protection of biodiversity and landscape, Transactions",standard,monetary,229,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0560_T,"Environmental protection n.e.c., Transactions",standard,monetary,229,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF091_T,"Pre-primary and primary education, Transactions",standard,monetary,229,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF092_T,"Secondary education, Transactions",standard,monetary,229,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0930_T,"Post-secondary non-tertiary education, Transactions",standard,monetary,229,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF047_T,"Other industries, Transactions",standard,monetary,228,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF048_T,"R&D Economic affairs, Transactions",standard,monetary,228,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0490_T,"Economic affairs n.e.c., Transactions",standard,monetary,228,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0860_T,"Recreation, culture and religion n.e.c., Transactions",standard,monetary,228,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0960_T,"Subsidiary services to education, Transactions",standard,monetary,228,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0970_T,"R&D Education, Transactions",standard,monetary,228,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF101_T,"Sickness and disability, Transactions",standard,monetary,228,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF1020_T,"Old age, Transactions",standard,monetary,228,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF1040_T,"Family and children, Transactions",standard,monetary,228,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF1050_T,"Unemployment, Transactions",standard,monetary,228,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF1060_T,"Housing, Transactions",standard,monetary,228,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF1070_T,"Social exclusion n.e.c., Transactions",standard,monetary,228,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF1090_T,"Social protection n.e.c., Transactions",standard,monetary,228,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0310_T,"Police services, Transactions",standard,monetary,227,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0320_T,"Fire-protection services, Transactions",standard,monetary,227,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0330_T,"Law courts, Transactions",standard,monetary,227,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0340_T,"Prisons, Transactions",standard,monetary,227,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0360_T,"Public order and safety n.e.c., Transactions",standard,monetary,227,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0620_T,"Community development, Transactions",standard,monetary,227,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0840_T,"Religious and other community services, Transactions",standard,monetary,227,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0220_T,"Civil defence, Transactions",standard,monetary,226,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0530_T,"Pollution abatement, Transactions",standard,monetary,226,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF075_T,"R&D Health, Transactions",standard,monetary,225,66,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0850_T,"R&D Recreation, culture and religion, Transactions",standard,monetary,224,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0240_T,"R&D Defence, Transactions",standard,monetary,223,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0350_T,"R&D Public order and safety, Transactions",standard,monetary,223,66,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0550_T,"R&D Environmental protection, Transactions",standard,monetary,223,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF1030_T,"Survivors, Transactions",standard,monetary,221,65,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF1080_T,"R&D Social protection, Transactions",standard,monetary,221,65,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0150_T,"R&D General public services, Transactions",standard,monetary,220,65,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,GF0650_T,"R&D Housing and community amenities, Transactions",standard,monetary,220,65,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,G23_T,"Consumption of fixed capital (CFC), Transactions",standard,monetary,209,59,expense.depreciation,tier1_exact,1.0,tier1:gfs:G23_T,True,True,False,,
imf_gfs,gfs,holdout,G6_A_SP,"Net worth, Assets, Stock positions",standard,monetary,108,31,asset.current.inventory,tier2_keyword,0.85,tier2:asset.current.inventory:stock,True,False,True,,
imf_gfs,gfs,holdout,NFA_A_SP,"Nonfinancial assets, Stock positions",standard,monetary,108,31,asset.current.inventory,tier2_keyword,0.85,tier2:asset.current.inventory:stock,True,False,True,,
imf_gfs,gfs,holdout,GGB_T,"Government balance per national definition, Transactions",standard,monetary,7,3,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,holdout,FA_A_SP,"Financial assets, Stock positions",standard,monetary,0,0,asset.current.inventory,tier2_keyword,0.85,tier2:asset.current.inventory:stock,True,False,False,,
imf_gfs,gfs,holdout,GF066_T,"Housing and community amenities n.e.c., Transactions",standard,monetary,0,0,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,holdout,L_SP,"Liabilities, Stock positions",standard,monetary,0,0,asset.current.inventory,tier2_keyword,0.85,tier2:asset.current.inventory:stock,True,False,False,,
imf_gfs,gfs,train,G12_T,"Social contributions, Transactions",standard,monetary,1943,113,GOV_SocialContributions,tier1_exact,1.0,tier1:gfs:G12_T,True,True,False,,
imf_gfs,gfs,train,G11_T,"Taxes, Transactions",standard,monetary,1940,113,GOV_TaxRevenue,tier1_exact,1.0,tier1:gfs:G11_T,True,True,False,,
imf_gfs,gfs,train,G24_T,"Interest payable, Transactions",standard,monetary,1929,113,EXP_DebtService,tier1_exact,1.0,tier1:gfs:G24_T,True,True,False,,
imf_gfs,gfs,train,G1_T,"Revenue, Transactions",standard,monetary,1924,112,revenue.operating,tier2_keyword,0.85,tier2:revenue.operating:revenue,True,False,True,,
imf_gfs,gfs,train,G2_T,"Expense, Transactions",standard,monetary,1911,113,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,train,G21_T,"Compensation of employees, Transactions",standard,monetary,1909,112,EXP_PersonnelCosts_Gov,tier1_exact,1.0,tier1:gfs:G21_T,True,True,False,,
imf_gfs,gfs,train,G22_T,"Use of goods and services, Transactions",standard,monetary,1898,112,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,train,GPB_T,"Primary net lending (+) / net borrowing (-), Transactions",standard,monetary,1859,110,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,train,G25_T,"Subsidies payable, Transactions",standard,monetary,1779,112,EXP_GrantsAndSubsidiesPaid,tier1_exact,1.0,tier1:gfs:G25_T,True,True,False,,
imf_gfs,gfs,train,G27_T,"Social benefits, Transactions",standard,monetary,1776,112,EXP_SocialBenefitsExpense,tier1_exact,1.0,tier1:gfs:G27_T,True,True,False,,
imf_gfs,gfs,train,G13_T,"Grants receivable, Transactions",standard,monetary,1677,110,GOV_TransfersReceived,tier1_exact,1.0,tier1:gfs:G13_T,True,True,False,,
imf_gfs,gfs,train,G14_T,"Other revenue, Transactions",standard,monetary,1668,110,GOV_FeeRevenue_Exchange,tier1_exact,1.0,tier1:gfs:G14_T,True,True,False,,
imf_gfs,gfs,train,G26_T,"Grants payable, Transactions",standard,monetary,1548,105,EXP_GrantsAndSubsidiesPaid,tier1_exact,1.0,tier1:gfs:G26_T,True,True,False,,
imf_gfs,gfs,train,G28_T,"Other expense, Transactions",standard,monetary,1520,104,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,train,GF0170_T,"Public debt transactions, Transactions",standard,monetary,1519,99,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF01_T,"General public services, Transactions",standard,monetary,1472,86,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,train,GF04_T,"Economic affairs, Transactions",standard,monetary,1471,85,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,train,GF07_T,"Health, Transactions",standard,monetary,1471,85,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,train,GF08_T,"Recreation, culture and religion, Transactions",standard,monetary,1471,85,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,train,GF09_T,"Education, Transactions",standard,monetary,1471,85,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,train,GF06_T,"Housing and community amenities, Transactions",standard,monetary,1469,85,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,train,GF10_T,"Social protection, Transactions",standard,monetary,1469,85,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,train,GF03_T,"Public order and safety, Transactions",standard,monetary,1454,84,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,train,GF02_T,"Defence, Transactions",standard,monetary,1446,82,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,train,GF05_T,"Environmental protection, Transactions",standard,monetary,1427,85,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,train,GF042_T,"Agriculture, forestry, fishing and hunting, Transactions",standard,monetary,1242,77,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF045_T,"Transport, Transactions",standard,monetary,1239,77,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF044_T,"Mining, manufacturing and construction, Transactions",standard,monetary,1235,77,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF043_T,"Fuel and energy, Transactions",standard,monetary,1223,77,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0180_T,"Transfers of a general character between different levels of government, Transactions",standard,monetary,1191,80,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF094_T,"Tertiary education, Transactions",standard,monetary,1163,76,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF073_T,"Hospital services, Transactions",standard,monetary,1160,76,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF092_T,"Secondary education, Transactions",standard,monetary,1149,75,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0460_T,"Communication, Transactions",standard,monetary,1148,75,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF072_T,"Outpatient services, Transactions",standard,monetary,1146,77,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,G23_T,"Consumption of fixed capital (CFC), Transactions",standard,monetary,1144,62,expense.depreciation,tier1_exact,1.0,tier1:gfs:G23_T,True,True,False,,
imf_gfs,gfs,train,GF0740_T,"Public health services, Transactions",standard,monetary,1127,76,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF091_T,"Pre-primary and primary education, Transactions",standard,monetary,1111,75,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0560_T,"Environmental protection n.e.c., Transactions",standard,monetary,1062,70,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0510_T,"Waste management, Transactions",standard,monetary,1061,70,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0520_T,"Waste water management, Transactions",standard,monetary,1050,70,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0540_T,"Protection of biodiversity and landscape, Transactions",standard,monetary,1047,70,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0760_T,"Health n.e.c., Transactions",standard,monetary,1042,73,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF041_T,"General economic, commercial and labour affairs, Transactions",standard,monetary,1038,70,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0712_T,"Other medical products, Transactions",standard,monetary,1037,73,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0530_T,"Pollution abatement, Transactions",standard,monetary,1030,69,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF047_T,"Other industries, Transactions",standard,monetary,1026,69,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0550_T,"R&D Environmental protection, Transactions",standard,monetary,1021,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF025_T,"Defence n.e.c., Transactions",standard,monetary,1017,70,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0980_T,"Education n.e.c., Transactions",standard,monetary,1017,69,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0950_T,"Education not definable by level, Transactions",standard,monetary,1016,69,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0810_T,"Recreational and sporting services, Transactions",standard,monetary,1014,70,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0820_T,"Cultural services, Transactions",standard,monetary,1014,70,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0830_T,"Broadcasting and publishing services, Transactions",standard,monetary,1014,70,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0160_T,"General public services n.e.c., Transactions",standard,monetary,1006,69,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF048_T,"R&D Economic affairs, Transactions",standard,monetary,1005,69,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF075_T,"R&D Health, Transactions",standard,monetary,1003,71,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0960_T,"Subsidiary services to education, Transactions",standard,monetary,1003,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0630_T,"Water supply, Transactions",standard,monetary,1002,69,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0660_T,"Housing and community amenities n.e.c., Transactions",standard,monetary,1002,69,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0930_T,"Post-secondary non-tertiary education, Transactions",standard,monetary,1002,69,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0610_T,"Housing development, Transactions",standard,monetary,1001,69,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0640_T,"Street lighting, Transactions",standard,monetary,1001,69,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0840_T,"Religious and other community services, Transactions",standard,monetary,1001,69,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0210_T,"Military defence, Transactions",standard,monetary,999,69,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0310_T,"Police services, Transactions",standard,monetary,993,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0320_T,"Fire-protection services, Transactions",standard,monetary,993,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0330_T,"Law courts, Transactions",standard,monetary,993,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0340_T,"Prisons, Transactions",standard,monetary,993,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0360_T,"Public order and safety n.e.c., Transactions",standard,monetary,992,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0970_T,"R&D Education, Transactions",standard,monetary,990,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0620_T,"Community development, Transactions",standard,monetary,989,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0490_T,"Economic affairs n.e.c., Transactions",standard,monetary,988,69,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0860_T,"Recreation, culture and religion n.e.c., Transactions",standard,monetary,988,69,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF011_T,"Executive and legislative organs, financial and fiscal affairs, external affairs, Transactions",standard,monetary,986,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF013_T,"General services, Transactions",standard,monetary,986,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0140_T,"Basic research, Transactions",standard,monetary,986,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF012_T,"Foreign economic aid, Transactions",standard,monetary,984,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF1090_T,"Social protection n.e.c., Transactions",standard,monetary,980,68,,escalated,0.0,,True,False,False,,
