cofog99,cofog99_label_en,na_item,na_item_label_en,window,n_observations,n_countries,n_years,sum_abs_value
GF0603,Water supply,D4_S1313,"Property income, of which payable to subsector S1313",holdout,4,1,4,0.0
GF0603,Water supply,D4_S1313,"Property income, of which payable to subsector S1313",train,20,1,20,0.0
GF0603,Water supply,D4_S1314,"Property income, of which payable to subsector S1314",holdout,4,1,4,0.0
GF0603,Water supply,D4_S1314,"Property income, of which payable to subsector S1314",train,20,1,20,0.0
GF0603,Water supply,D62,Social benefits other than social transfers in kind,holdout,105,26,5,0.0
GF0603,Water supply,D62,Social benefits other than social transfers in kind,train,588,26,26,0.0
GF0603,Water supply,D62_D632,Social benefits other than social transfers in kind and social transfers in kind - purchased market production,holdout,105,26,5,0.0
GF0603,Water supply,D62_D632,Social benefits other than social transfers in kind and social transfers in kind - purchased market production,train,611,26,26,0.0
GF0603,Water supply,D632,Social transfers in kind - purchased market production,holdout,105,26,5,0.0
GF0603,Water supply,D632,Social transfers in kind - purchased market production,train,588,26,26,0.0
GF0603,Water supply,D7,Other current transfers,holdout,121,30,5,1531.0
GF0603,Water supply,D7,Other current transfers,train,679,30,26,5235.3
GF0603,Water supply,D7_S1311,"Other current transfers,of which payable to subsector S1311",holdout,4,1,4,0.0
GF0603,Water supply,D7_S1311,"Other current transfers,of which payable to subsector S1311",train,20,1,20,0.0
GF0603,Water supply,D7_S1312,"Other current transfers,of which payable to subsector S1312",holdout,4,1,4,0.0
GF0603,Water supply,D7_S1312,"Other current transfers,of which payable to subsector S1312",train,20,1,20,0.0
GF0603,Water supply,D7_S1313,"Other current transfers,of which payable to subsector S1313",holdout,4,1,4,0.0
GF0603,Water supply,D7_S1313,"Other current transfers,of which payable to subsector S1313",train,20,1,20,0.0
GF0603,Water supply,D7_S1314,"Other current transfers,of which payable to subsector S1314",holdout,4,1,4,0.0
GF0603,Water supply,D7_S1314,"Other current transfers,of which payable to subsector S1314",train,20,1,20,0.0
GF0603,Water supply,D9,Capital transfers,holdout,121,30,5,5244.5
GF0603,Water supply,D9,Capital transfers,train,675,30,26,15382.8
GF0603,Water supply,D92,Investment grants,holdout,121,30,5,4565.2
GF0603,Water supply,D92,Investment grants,train,668,30,26,13878.9
GF0603,Water supply,D9_S1311,"Capital transfers, expenditure, of which to subsector central government (S1311)",holdout,4,1,4,0.0
GF0603,Water supply,D9_S1311,"Capital transfers, expenditure, of which to subsector central government (S1311)",train,20,1,20,0.0
GF0603,Water supply,D9_S1312,"Capital transfers, expenditure, of which to subsector state government (S1312)",holdout,4,1,4,0.0
GF0603,Water supply,D9_S1312,"Capital transfers, expenditure, of which to subsector state government (S1312)",train,20,1,20,0.0
GF0603,Water supply,D9_S1313,"Capital transfers, expenditure, of which to subsector local government (S1313)",holdout,4,1,4,0.0
GF0603,Water supply,D9_S1313,"Capital transfers, expenditure, of which to subsector local government (S1313)",train,20,1,20,0.0
GF0603,Water supply,D9_S1314,"Capital transfers, expenditure, of which to subsector social security funds (S1314)",holdout,4,1,4,0.0
GF0603,Water supply,D9_S1314,"Capital transfers, expenditure, of which to subsector social security funds (S1314)",train,20,1,20,0.0
GF0603,Water supply,NP,Acquisitions less disposals of non-financial non-produced assets,holdout,112,28,5,247.6
GF0603,Water supply,NP,Acquisitions less disposals of non-financial non-produced assets,train,674,29,26,1953.2
GF0603,Water supply,OP5ANP,Gross capital formation and acquisitions less disposals of non-financial non-produced assets,holdout,121,30,5,29910.4
GF0603,Water supply,OP5ANP,Gross capital formation and acquisitions less disposals of non-financial non-produced assets,train,698,30,26,112149.9
GF0603,Water supply,P2,Intermediate consumption,holdout,121,30,5,22948.2
GF0603,Water supply,P2,Intermediate consumption,train,698,30,26,79471.4
GF0603,Water supply,P2_D29_D5_D8,"Intermediate consumption; other taxes on production; current taxes on income, wealth, etc.; adjustment for the change in pension entitlements",holdout,117,29,5,23191.7
GF0603,Water supply,P2_D29_D5_D8,"Intermediate consumption; other taxes on production; current taxes on income, wealth, etc.; adjustment for the change in pension entitlements",train,671,29,26,80486.4
GF0603,Water supply,P3,Final consumption expenditure,holdout,121,30,5,21173.4
GF0603,Water supply,P3,Final consumption expenditure,train,698,30,26,80922.5
GF0603,Water supply,P31,Individual consumption expenditure,holdout,77,19,5,0.0
GF0603,Water supply,P31,Individual consumption expenditure,train,474,20,26,0.0
GF0603,Water supply,P32,Collective consumption expenditure,holdout,109,27,5,19034.0
GF0603,Water supply,P32,Collective consumption expenditure,train,640,27,26,75080.0
GF0603,Water supply,P5,Gross capital formation,holdout,121,30,5,29802.5
GF0603,Water supply,P5,Gross capital formation,train,698,30,26,110760.7
GF0603,Water supply,P51G,Gross fixed capital formation,holdout,121,30,5,29778.0
GF0603,Water supply,P51G,Gross fixed capital formation,train,698,30,26,110599.7
GF0603,Water supply,TE,Total general government expenditure,holdout,121,30,5,68349.8
GF0603,Water supply,TE,Total general government expenditure,train,698,30,26,248032.2
GF0604,Street lighting,D1,Compensation of employees,holdout,121,30,5,2342.7
GF0604,Street lighting,D1,Compensation of employees,train,686,30,26,11746.2
GF0604,Street lighting,D29_D5_D8,"""Other taxes on production; current taxes on income, wealth, etc; adjustment for the change in pension entitlements""",holdout,109,27,5,79.4
GF0604,Street lighting,D29_D5_D8,"""Other taxes on production; current taxes on income, wealth, etc; adjustment for the change in pension entitlements""",train,631,27,26,414.7
GF0604,Street lighting,D3,Subsidies,holdout,111,28,5,69.8
GF0604,Street lighting,D3,Subsidies,train,631,27,26,291.7
GF0604,Street lighting,D4,Property income,holdout,105,26,5,0.8
GF0604,Street lighting,D4,Property income,train,620,27,26,0.3
GF0604,Street lighting,D4_S1311,"Property income, of which payable to subsector S1311",holdout,4,1,4,0.0
GF0604,Street lighting,D4_S1311,"Property income, of which payable to subsector S1311",train,20,1,20,0.0
GF0604,Street lighting,D4_S1312,"Property income, of which payable to subsector S1312",holdout,4,1,4,0.0
GF0604,Street lighting,D4_S1312,"Property income, of which payable to subsector S1312",train,20,1,20,0.0
GF0604,Street lighting,D4_S1313,"Property income, of which payable to subsector S1313",holdout,4,1,4,0.0
GF0604,Street lighting,D4_S1313,"Property income, of which payable to subsector S1313",train,20,1,20,0.0
GF0604,Street lighting,D4_S1314,"Property income, of which payable to subsector S1314",holdout,4,1,4,0.0
GF0604,Street lighting,D4_S1314,"Property income, of which payable to subsector S1314",train,20,1,20,0.0
GF0604,Street lighting,D62,Social benefits other than social transfers in kind,holdout,105,26,5,0.0
GF0604,Street lighting,D62,Social benefits other than social transfers in kind,train,588,26,26,0.0
GF0604,Street lighting,D62_D632,Social benefits other than social transfers in kind and social transfers in kind - purchased market production,holdout,105,26,5,0.0
GF0604,Street lighting,D62_D632,Social benefits other than social transfers in kind and social transfers in kind - purchased market production,train,611,26,26,0.0
GF0604,Street lighting,D632,Social transfers in kind - purchased market production,holdout,105,26,5,0.0
GF0604,Street lighting,D632,Social transfers in kind - purchased market production,train,588,26,26,0.0
GF0604,Street lighting,D7,Other current transfers,holdout,117,29,5,91.6
GF0604,Street lighting,D7,Other current transfers,train,650,30,26,605.1
GF0604,Street lighting,D7_S1311,"Other current transfers,of which payable to subsector S1311",holdout,4,1,4,0.0
GF0604,Street lighting,D7_S1311,"Other current transfers,of which payable to subsector S1311",train,20,1,20,0.0
GF0604,Street lighting,D7_S1312,"Other current transfers,of which payable to subsector S1312",holdout,4,1,4,0.0
GF0604,Street lighting,D7_S1312,"Other current transfers,of which payable to subsector S1312",train,20,1,20,0.0
GF0604,Street lighting,D7_S1313,"Other current transfers,of which payable to subsector S1313",holdout,4,1,4,0.0
GF0604,Street lighting,D7_S1313,"Other current transfers,of which payable to subsector S1313",train,20,1,20,0.0
GF0604,Street lighting,D7_S1314,"Other current transfers,of which payable to subsector S1314",holdout,4,1,4,0.0
GF0604,Street lighting,D7_S1314,"Other current transfers,of which payable to subsector S1314",train,20,1,20,0.0
GF0604,Street lighting,D9,Capital transfers,holdout,112,28,5,108.9
GF0604,Street lighting,D9,Capital transfers,train,644,29,26,519.1
GF0604,Street lighting,D92,Investment grants,holdout,109,27,5,100.9
GF0604,Street lighting,D92,Investment grants,train,628,29,26,426.5
GF0604,Street lighting,D9_S1311,"Capital transfers, expenditure, of which to subsector central government (S1311)",holdout,4,1,4,0.0
GF0604,Street lighting,D9_S1311,"Capital transfers, expenditure, of which to subsector central government (S1311)",train,20,1,20,0.0
GF0604,Street lighting,D9_S1312,"Capital transfers, expenditure, of which to subsector state government (S1312)",holdout,4,1,4,0.0
GF0604,Street lighting,D9_S1312,"Capital transfers, expenditure, of which to subsector state government (S1312)",train,20,1,20,0.0
GF0604,Street lighting,D9_S1313,"Capital transfers, expenditure, of which to subsector local government (S1313)",holdout,4,1,4,0.0
GF0604,Street lighting,D9_S1313,"Capital transfers, expenditure, of which to subsector local government (S1313)",train,20,1,20,0.0
GF0604,Street lighting,D9_S1314,"Capital transfers, expenditure, of which to subsector social security funds (S1314)",holdout,4,1,4,0.0
GF0604,Street lighting,D9_S1314,"Capital transfers, expenditure, of which to subsector social security funds (S1314)",train,20,1,20,0.0
GF0604,Street lighting,NP,Acquisitions less disposals of non-financial non-produced assets,holdout,110,28,5,54.4
GF0604,Street lighting,NP,Acquisitions less disposals of non-financial non-produced assets,train,635,29,26,175.2
GF0604,Street lighting,OP5ANP,Gross capital formation and acquisitions less disposals of non-financial non-produced assets,holdout,121,30,5,8012.2
GF0604,Street lighting,OP5ANP,Gross capital formation and acquisitions less disposals of non-financial non-produced assets,train,694,30,26,25557.4
GF0604,Street lighting,P2,Intermediate consumption,holdout,121,30,5,25975.4
GF0604,Street lighting,P2,Intermediate consumption,train,698,30,26,87947.4
GF0604,Street lighting,P2_D29_D5_D8,"Intermediate consumption; other taxes on production; current taxes on income, wealth, etc.; adjustment for the change in pension entitlements",holdout,117,29,5,26054.7
GF0604,Street lighting,P2_D29_D5_D8,"Intermediate consumption; other taxes on production; current taxes on income, wealth, etc.; adjustment for the change in pension entitlements",train,672,29,26,88362.3
GF0604,Street lighting,P3,Final consumption expenditure,holdout,121,30,5,28479.8
GF0604,Street lighting,P3,Final consumption expenditure,train,698,30,26,100250.3
GF0604,Street lighting,P31,Individual consumption expenditure,holdout,77,19,5,0.0
GF0604,Street lighting,P31,Individual consumption expenditure,train,474,20,26,0.0
GF0604,Street lighting,P32,Collective consumption expenditure,holdout,109,27,5,26995.8
GF0604,Street lighting,P32,Collective consumption expenditure,train,640,27,26,85310.9
GF0604,Street lighting,P5,Gross capital formation,holdout,121,30,5,7959.5
GF0604,Street lighting,P5,Gross capital formation,train,694,30,26,25460.9
GF0604,Street lighting,P51G,Gross fixed capital formation,holdout,121,30,5,7986.0
GF0604,Street lighting,P51G,Gross fixed capital formation,train,694,30,26,25408.5
GF0604,Street lighting,TE,Total general government expenditure,holdout,121,30,5,36680.2
GF0604,Street lighting,TE,Total general government expenditure,train,698,30,26,127080.7
GF0605,R&D Housing and community amenities,D1,Compensation of employees,holdout,113,28,5,1148.5
GF0605,R&D Housing and community amenities,D1,Compensation of employees,train,651,28,26,3987.5
GF0605,R&D Housing and community amenities,D29_D5_D8,"""Other taxes on production; current taxes on income, wealth, etc; adjustment for the change in pension entitlements""",holdout,109,27,5,23.1
GF0605,R&D Housing and community amenities,D29_D5_D8,"""Other taxes on production; current taxes on income, wealth, etc; adjustment for the change in pension entitlements""",train,631,27,26,60.8
GF0605,R&D Housing and community amenities,D3,Subsidies,holdout,109,27,5,23.7
GF0605,R&D Housing and community amenities,D3,Subsidies,train,631,27,26,128.9
GF0605,R&D Housing and community amenities,D4,Property income,holdout,105,26,5,0.0
GF0605,R&D Housing and community amenities,D4,Property income,train,611,26,26,0.0
GF0605,R&D Housing and community amenities,D4_S1311,"Property income, of which payable to subsector S1311",holdout,4,1,4,0.0
GF0605,R&D Housing and community amenities,D4_S1311,"Property income, of which payable to subsector S1311",train,20,1,20,0.0
GF0605,R&D Housing and community amenities,D4_S1312,"Property income, of which payable to subsector S1312",holdout,4,1,4,0.0
GF0605,R&D Housing and community amenities,D4_S1312,"Property income, of which payable to subsector S1312",train,20,1,20,0.0
GF0605,R&D Housing and community amenities,D4_S1313,"Property income, of which payable to subsector S1313",holdout,4,1,4,0.0
GF0605,R&D Housing and community amenities,D4_S1313,"Property income, of which payable to subsector S1313",train,20,1,20,0.0
GF0605,R&D Housing and community amenities,D4_S1314,"Property income, of which payable to subsector S1314",holdout,4,1,4,0.0
GF0605,R&D Housing and community amenities,D4_S1314,"Property income, of which payable to subsector S1314",train,20,1,20,0.0
GF0605,R&D Housing and community amenities,D62,Social benefits other than social transfers in kind,holdout,105,26,5,0.0
GF0605,R&D Housing and community amenities,D62,Social benefits other than social transfers in kind,train,588,26,26,0.0
GF0605,R&D Housing and community amenities,D62_D632,Social benefits other than social transfers in kind and social transfers in kind - purchased market production,holdout,105,26,5,0.0
GF0605,R&D Housing and community amenities,D62_D632,Social benefits other than social transfers in kind and social transfers in kind - purchased market production,train,611,26,26,0.0
GF0605,R&D Housing and community amenities,D632,Social transfers in kind - purchased market production,holdout,105,26,5,0.0
GF0605,R&D Housing and community amenities,D632,Social transfers in kind - purchased market production,train,588,26,26,0.0
GF0605,R&D Housing and community amenities,D7,Other current transfers,holdout,109,27,5,18.3
GF0605,R&D Housing and community amenities,D7,Other current transfers,train,631,28,26,115.9
GF0605,R&D Housing and community amenities,D7_S1311,"Other current transfers,of which payable to subsector S1311",holdout,4,1,4,0.0
GF0605,R&D Housing and community amenities,D7_S1311,"Other current transfers,of which payable to subsector S1311",train,20,1,20,0.0
GF0605,R&D Housing and community amenities,D7_S1312,"Other current transfers,of which payable to subsector S1312",holdout,4,1,4,0.0
GF0605,R&D Housing and community amenities,D7_S1312,"Other current transfers,of which payable to subsector S1312",train,20,1,20,0.0
GF0605,R&D Housing and community amenities,D7_S1313,"Other current transfers,of which payable to subsector S1313",holdout,4,1,4,0.0
GF0605,R&D Housing and community amenities,D7_S1313,"Other current transfers,of which payable to subsector S1313",train,20,1,20,0.0
GF0605,R&D Housing and community amenities,D7_S1314,"Other current transfers,of which payable to subsector S1314",holdout,4,1,4,0.0
GF0605,R&D Housing and community amenities,D7_S1314,"Other current transfers,of which payable to subsector S1314",train,20,1,20,0.0
GF0605,R&D Housing and community amenities,D9,Capital transfers,holdout,109,27,5,842.2
GF0605,R&D Housing and community amenities,D9,Capital transfers,train,627,28,26,675.0
GF0605,R&D Housing and community amenities,D92,Investment grants,holdout,109,27,5,840.8
GF0605,R&D Housing and community amenities,D92,Investment grants,train,626,28,26,625.3
GF0605,R&D Housing and community amenities,D9_S1311,"Capital transfers, expenditure, of which to subsector central government (S1311)",holdout,4,1,4,0.0
GF0605,R&D Housing and community amenities,D9_S1311,"Capital transfers, expenditure, of which to subsector central government (S1311)",train,20,1,20,0.0
GF0605,R&D Housing and community amenities,D9_S1312,"Capital transfers, expenditure, of which to subsector state government (S1312)",holdout,4,1,4,0.0
GF0605,R&D Housing and community amenities,D9_S1312,"Capital transfers, expenditure, of which to subsector state government (S1312)",train,20,1,20,0.0
GF0605,R&D Housing and community amenities,D9_S1313,"Capital transfers, expenditure, of which to subsector local government (S1313)",holdout,4,1,4,0.0
GF0605,R&D Housing and community amenities,D9_S1313,"Capital transfers, expenditure, of which to subsector local government (S1313)",train,20,1,20,0.0
GF0605,R&D Housing and community amenities,D9_S1314,"Capital transfers, expenditure, of which to subsector social security funds (S1314)",holdout,4,1,4,0.0
GF0605,R&D Housing and community amenities,D9_S1314,"Capital transfers, expenditure, of which to subsector social security funds (S1314)",train,20,1,20,0.0
GF0605,R&D Housing and community amenities,NP,Acquisitions less disposals of non-financial non-produced assets,holdout,109,27,5,0.0
GF0605,R&D Housing and community amenities,NP,Acquisitions less disposals of non-financial non-produced assets,train,631,27,26,6.3
GF0605,R&D Housing and community amenities,OP5ANP,Gross capital formation and acquisitions less disposals of non-financial non-produced assets,holdout,113,28,5,1653.0
GF0605,R&D Housing and community amenities,OP5ANP,Gross capital formation and acquisitions less disposals of non-financial non-produced assets,train,651,28,26,7145.9
GF0605,R&D Housing and community amenities,P2,Intermediate consumption,holdout,113,28,5,663.6
GF0605,R&D Housing and community amenities,P2,Intermediate consumption,train,652,29,26,2595.0
GF0605,R&D Housing and community amenities,P2_D29_D5_D8,"Intermediate consumption; other taxes on production; current taxes on income, wealth, etc.; adjustment for the change in pension entitlements",holdout,109,27,5,685.3
GF0605,R&D Housing and community amenities,P2_D29_D5_D8,"Intermediate consumption; other taxes on production; current taxes on income, wealth, etc.; adjustment for the change in pension entitlements",train,626,28,26,2650.8
GF0605,R&D Housing and community amenities,P3,Final consumption expenditure,holdout,113,28,5,1852.4
GF0605,R&D Housing and community amenities,P3,Final consumption expenditure,train,653,29,26,5101.7
GF0605,R&D Housing and community amenities,P31,Individual consumption expenditure,holdout,77,19,5,0.0
GF0605,R&D Housing and community amenities,P31,Individual consumption expenditure,train,474,20,26,0.0
GF0605,R&D Housing and community amenities,P32,Collective consumption expenditure,holdout,101,25,5,1204.6
GF0605,R&D Housing and community amenities,P32,Collective consumption expenditure,train,595,26,26,4256.6
GF0605,R&D Housing and community amenities,P5,Gross capital formation,holdout,113,28,5,1652.9
GF0605,R&D Housing and community amenities,P5,Gross capital formation,train,651,28,26,7151.6
GF0605,R&D Housing and community amenities,P51G,Gross fixed capital formation,holdout,113,28,5,1658.3
GF0605,R&D Housing and community amenities,P51G,Gross fixed capital formation,train,651,28,26,7150.0
GF0605,R&D Housing and community amenities,TE,Total general government expenditure,holdout,113,28,5,4372.6
GF0605,R&D Housing and community amenities,TE,Total general government expenditure,train,651,28,26,14707.5
GF0606,Housing and community amenities n.e.c.,D1,Compensation of employees,holdout,121,30,5,7768.2
GF0606,Housing and community amenities n.e.c.,D1,Compensation of employees,train,698,30,26,31478.3
GF0606,Housing and community amenities n.e.c.,D29_D5_D8,"""Other taxes on production; current taxes on income, wealth, etc; adjustment for the change in pension entitlements""",holdout,113,28,5,116.9
GF0606,Housing and community amenities n.e.c.,D29_D5_D8,"""Other taxes on production; current taxes on income, wealth, etc; adjustment for the change in pension entitlements""",train,640,28,26,379.7
GF0606,Housing and community amenities n.e.c.,D3,Subsidies,holdout,121,30,5,1694.2
GF0606,Housing and community amenities n.e.c.,D3,Subsidies,train,668,30,26,6266.0
GF0606,Housing and community amenities n.e.c.,D4,Property income,holdout,106,27,5,1.0
GF0606,Housing and community amenities n.e.c.,D4,Property income,train,611,26,26,0.8
GF0606,Housing and community amenities n.e.c.,D4_S1311,"Property income, of which payable to subsector S1311",holdout,4,1,4,0.0
GF0606,Housing and community amenities n.e.c.,D4_S1311,"Property income, of which payable to subsector S1311",train,20,1,20,0.0
GF0606,Housing and community amenities n.e.c.,D4_S1312,"Property income, of which payable to subsector S1312",holdout,4,1,4,0.0
GF0606,Housing and community amenities n.e.c.,D4_S1312,"Property income, of which payable to subsector S1312",train,20,1,20,0.0
GF0606,Housing and community amenities n.e.c.,D4_S1313,"Property income, of which payable to subsector S1313",holdout,4,1,4,0.0
GF0606,Housing and community amenities n.e.c.,D4_S1313,"Property income, of which payable to subsector S1313",train,20,1,20,0.0
GF0606,Housing and community amenities n.e.c.,D4_S1314,"Property income, of which payable to subsector S1314",holdout,4,1,4,0.0
GF0606,Housing and community amenities n.e.c.,D4_S1314,"Property income, of which payable to subsector S1314",train,20,1,20,0.0
GF0606,Housing and community amenities n.e.c.,D62,Social benefits other than social transfers in kind,holdout,105,26,5,0.0
GF0606,Housing and community amenities n.e.c.,D62,Social benefits other than social transfers in kind,train,594,27,26,0.3
GF0606,Housing and community amenities n.e.c.,D62_D632,Social benefits other than social transfers in kind and social transfers in kind - purchased market production,holdout,105,26,5,0.0
GF0606,Housing and community amenities n.e.c.,D62_D632,Social benefits other than social transfers in kind and social transfers in kind - purchased market production,train,617,27,26,0.3
GF0606,Housing and community amenities n.e.c.,D632,Social transfers in kind - purchased market production,holdout,105,26,5,0.0
GF0606,Housing and community amenities n.e.c.,D632,Social transfers in kind - purchased market production,train,588,26,26,0.0
GF0606,Housing and community amenities n.e.c.,D7,Other current transfers,holdout,121,30,5,629.7
GF0606,Housing and community amenities n.e.c.,D7,Other current transfers,train,682,30,26,4861.4
GF0606,Housing and community amenities n.e.c.,D7_S1311,"Other current transfers,of which payable to subsector S1311",holdout,4,1,4,0.0
GF0606,Housing and community amenities n.e.c.,D7_S1311,"Other current transfers,of which payable to subsector S1311",train,20,1,20,0.0
GF0606,Housing and community amenities n.e.c.,D7_S1312,"Other current transfers,of which payable to subsector S1312",holdout,4,1,4,0.0
GF0606,Housing and community amenities n.e.c.,D7_S1312,"Other current transfers,of which payable to subsector S1312",train,20,1,20,0.0
GF0606,Housing and community amenities n.e.c.,D7_S1313,"Other current transfers,of which payable to subsector S1313",holdout,4,1,4,0.0
GF0606,Housing and community amenities n.e.c.,D7_S1313,"Other current transfers,of which payable to subsector S1313",train,20,1,20,0.0
GF0606,Housing and community amenities n.e.c.,D7_S1314,"Other current transfers,of which payable to subsector S1314",holdout,4,1,4,0.0
GF0606,Housing and community amenities n.e.c.,D7_S1314,"Other current transfers,of which payable to subsector S1314",train,20,1,20,0.0
GF0606,Housing and community amenities n.e.c.,D9,Capital transfers,holdout,118,30,5,1787.0
GF0606,Housing and community amenities n.e.c.,D9,Capital transfers,train,665,30,26,8945.8
GF0606,Housing and community amenities n.e.c.,D92,Investment grants,holdout,117,29,5,1712.5
GF0606,Housing and community amenities n.e.c.,D92,Investment grants,train,650,30,26,2150.3
GF0606,Housing and community amenities n.e.c.,D9_S1311,"Capital transfers, expenditure, of which to subsector central government (S1311)",holdout,4,1,4,0.0
GF0606,Housing and community amenities n.e.c.,D9_S1311,"Capital transfers, expenditure, of which to subsector central government (S1311)",train,20,1,20,0.0
GF0606,Housing and community amenities n.e.c.,D9_S1312,"Capital transfers, expenditure, of which to subsector state government (S1312)",holdout,4,1,4,0.0
GF0606,Housing and community amenities n.e.c.,D9_S1312,"Capital transfers, expenditure, of which to subsector state government (S1312)",train,20,1,20,0.0
GF0606,Housing and community amenities n.e.c.,D9_S1313,"Capital transfers, expenditure, of which to subsector local government (S1313)",holdout,4,1,4,0.0
GF0606,Housing and community amenities n.e.c.,D9_S1313,"Capital transfers, expenditure, of which to subsector local government (S1313)",train,20,1,20,0.0
GF0606,Housing and community amenities n.e.c.,D9_S1314,"Capital transfers, expenditure, of which to subsector social security funds (S1314)",holdout,4,1,4,0.0
GF0606,Housing and community amenities n.e.c.,D9_S1314,"Capital transfers, expenditure, of which to subsector social security funds (S1314)",train,20,1,20,0.0
GF0606,Housing and community amenities n.e.c.,NP,Acquisitions less disposals of non-financial non-produced assets,holdout,115,29,5,385.8
GF0606,Housing and community amenities n.e.c.,NP,Acquisitions less disposals of non-financial non-produced assets,train,664,29,26,633.1
GF0606,Housing and community amenities n.e.c.,OP5ANP,Gross capital formation and acquisitions less disposals of non-financial non-produced assets,holdout,121,30,5,8926.0
GF0606,Housing and community amenities n.e.c.,OP5ANP,Gross capital formation and acquisitions less disposals of non-financial non-produced assets,train,694,30,26,30174.7
GF0606,Housing and community amenities n.e.c.,P2,Intermediate consumption,holdout,121,30,5,8609.0
GF0606,Housing and community amenities n.e.c.,P2,Intermediate consumption,train,698,30,26,33694.1
GF0606,Housing and community amenities n.e.c.,P2_D29_D5_D8,"Intermediate consumption; other taxes on production; current taxes on income, wealth, etc.; adjustment for the change in pension entitlements",holdout,117,29,5,8653.2
GF0606,Housing and community amenities n.e.c.,P2_D29_D5_D8,"Intermediate consumption; other taxes on production; current taxes on income, wealth, etc.; adjustment for the change in pension entitlements",train,672,29,26,33487.2
GF0606,Housing and community amenities n.e.c.,P3,Final consumption expenditure,holdout,121,30,5,15007.6
GF0606,Housing and community amenities n.e.c.,P3,Final consumption expenditure,train,698,30,26,49245.0
GF0606,Housing and community amenities n.e.c.,P31,Individual consumption expenditure,holdout,77,19,5,0.0
GF0606,Housing and community amenities n.e.c.,P31,Individual consumption expenditure,train,474,20,26,0.0
GF0606,Housing and community amenities n.e.c.,P32,Collective consumption expenditure,holdout,109,27,5,9839.5
GF0606,Housing and community amenities n.e.c.,P32,Collective consumption expenditure,train,640,27,26,33323.6
GF0606,Housing and community amenities n.e.c.,P5,Gross capital formation,holdout,121,30,5,8579.1
GF0606,Housing and community amenities n.e.c.,P5,Gross capital formation,train,690,30,26,29935.1
GF0606,Housing and community amenities n.e.c.,P51G,Gross fixed capital formation,holdout,121,30,5,8595.3
GF0606,Housing and community amenities n.e.c.,P51G,Gross fixed capital formation,train,689,30,26,29826.1
GF0606,Housing and community amenities n.e.c.,TE,Total general government expenditure,holdout,121,30,5,29509.5
GF0606,Housing and community amenities n.e.c.,TE,Total general government expenditure,train,698,30,26,107838.7
GF07,Health,D1,Compensation of employees,holdout,121,30,5,1209124.9
GF07,Health,D1,Compensation of employees,train,767,30,31,4693895.8
GF07,Health,D29_D5_D8,"""Other taxes on production; current taxes on income, wealth, etc; adjustment for the change in pension entitlements""",holdout,113,28,5,53291.9
GF07,Health,D29_D5_D8,"""Other taxes on production; current taxes on income, wealth, etc; adjustment for the change in pension entitlements""",train,725,30,31,212904.0
GF07,Health,D3,Subsidies,holdout,117,29,5,95318.2
GF07,Health,D3,Subsidies,train,737,30,26,261852.6
GF07,Health,D4,Property income,holdout,105,26,5,118.4
GF07,Health,D4,Property income,train,664,27,26,136.8
GF07,Health,D4_S1311,"Property income, of which payable to subsector S1311",holdout,4,1,4,0.0
GF07,Health,D4_S1311,"Property income, of which payable to subsector S1311",train,20,1,20,0.0
GF07,Health,D4_S1312,"Property income, of which payable to subsector S1312",holdout,4,1,4,0.0
GF07,Health,D4_S1312,"Property income, of which payable to subsector S1312",train,20,1,20,0.0
GF07,Health,D4_S1313,"Property income, of which payable to subsector S1313",holdout,4,1,4,0.0
GF07,Health,D4_S1313,"Property income, of which payable to subsector S1313",train,20,1,20,0.0
GF07,Health,D4_S1314,"Property income, of which payable to subsector S1314",holdout,4,1,4,0.0
GF07,Health,D4_S1314,"Property income, of which payable to subsector S1314",train,20,1,20,0.0
GF07,Health,D62,Social benefits other than social transfers in kind,holdout,121,30,5,86630.4
GF07,Health,D62,Social benefits other than social transfers in kind,train,702,30,26,212452.6
GF07,Health,D62_D632,Social benefits other than social transfers in kind and social transfers in kind - purchased market production,holdout,121,30,5,2673015.9
GF07,Health,D62_D632,Social benefits other than social transfers in kind and social transfers in kind - purchased market production,train,767,30,31,9937974.9
GF07,Health,D632,Social transfers in kind - purchased market production,holdout,121,30,5,2586386.1
GF07,Health,D632,Social transfers in kind - purchased market production,train,719,30,31,7367829.2
GF07,Health,D7,Other current transfers,holdout,121,30,5,68751.9
GF07,Health,D7,Other current transfers,train,763,30,31,200570.4
GF07,Health,D7_S1311,"Other current transfers,of which payable to subsector S1311",holdout,4,1,4,0.0
GF07,Health,D7_S1311,"Other current transfers,of which payable to subsector S1311",train,20,1,20,0.0
GF07,Health,D7_S1312,"Other current transfers,of which payable to subsector S1312",holdout,4,1,4,0.0
GF07,Health,D7_S1312,"Other current transfers,of which payable to subsector S1312",train,20,1,20,0.0
GF07,Health,D7_S1313,"Other current transfers,of which payable to subsector S1313",holdout,4,1,4,0.0
GF07,Health,D7_S1313,"Other current transfers,of which payable to subsector S1313",train,20,1,20,0.0
GF07,Health,D7_S1314,"Other current transfers,of which payable to subsector S1314",holdout,4,1,4,0.0
GF07,Health,D7_S1314,"Other current transfers,of which payable to subsector S1314",train,20,1,20,0.0
GF07,Health,D9,Capital transfers,holdout,121,30,5,33491.3
GF07,Health,D9,Capital transfers,train,763,30,31,126501.9
GF07,Health,D92,Investment grants,holdout,121,30,5,24024.3
GF07,Health,D92,Investment grants,train,740,30,31,102004.9
