cofog99,cofog99_label_en,na_item,na_item_label_en,window,n_observations,n_countries,n_years,sum_abs_value
GF0402,"Agriculture, forestry, fishing and hunting",D29_D5_D8,"""Other taxes on production; current taxes on income, wealth, etc; adjustment for the change in pension entitlements""",holdout,112,28,5,1103.9
GF0402,"Agriculture, forestry, fishing and hunting",D29_D5_D8,"""Other taxes on production; current taxes on income, wealth, etc; adjustment for the change in pension entitlements""",train,643,28,26,7155.7
GF0402,"Agriculture, forestry, fishing and hunting",D3,Subsidies,holdout,121,30,5,72246.4
GF0402,"Agriculture, forestry, fishing and hunting",D3,Subsidies,train,704,30,26,326521.0
GF0402,"Agriculture, forestry, fishing and hunting",D4,Property income,holdout,105,26,5,18.9
GF0402,"Agriculture, forestry, fishing and hunting",D4,Property income,train,612,27,26,42.7
GF0402,"Agriculture, forestry, fishing and hunting",D4_S1311,"Property income, of which payable to subsector S1311",holdout,4,1,4,0.0
GF0402,"Agriculture, forestry, fishing and hunting",D4_S1311,"Property income, of which payable to subsector S1311",train,20,1,20,0.0
GF0402,"Agriculture, forestry, fishing and hunting",D4_S1312,"Property income, of which payable to subsector S1312",holdout,4,1,4,0.0
GF0402,"Agriculture, forestry, fishing and hunting",D4_S1312,"Property income, of which payable to subsector S1312",train,20,1,20,0.0
GF0402,"Agriculture, forestry, fishing and hunting",D4_S1313,"Property income, of which payable to subsector S1313",holdout,4,1,4,0.0
GF0402,"Agriculture, forestry, fishing and hunting",D4_S1313,"Property income, of which payable to subsector S1313",train,20,1,20,0.0
GF0402,"Agriculture, forestry, fishing and hunting",D4_S1314,"Property income, of which payable to subsector S1314",holdout,4,1,4,0.0
GF0402,"Agriculture, forestry, fishing and hunting",D4_S1314,"Property income, of which payable to subsector S1314",train,20,1,20,0.0
GF0402,"Agriculture, forestry, fishing and hunting",D62,Social benefits other than social transfers in kind,holdout,105,26,5,0.2
GF0402,"Agriculture, forestry, fishing and hunting",D62,Social benefits other than social transfers in kind,train,588,26,26,39.5
GF0402,"Agriculture, forestry, fishing and hunting",D62_D632,Social benefits other than social transfers in kind and social transfers in kind - purchased market production,holdout,105,26,5,0.2
GF0402,"Agriculture, forestry, fishing and hunting",D62_D632,Social benefits other than social transfers in kind and social transfers in kind - purchased market production,train,611,26,26,39.5
GF0402,"Agriculture, forestry, fishing and hunting",D632,Social transfers in kind - purchased market production,holdout,105,26,5,0.0
GF0402,"Agriculture, forestry, fishing and hunting",D632,Social transfers in kind - purchased market production,train,588,26,26,0.0
GF0402,"Agriculture, forestry, fishing and hunting",D7,Other current transfers,holdout,121,30,5,13262.4
GF0402,"Agriculture, forestry, fishing and hunting",D7,Other current transfers,train,690,30,26,39845.1
GF0402,"Agriculture, forestry, fishing and hunting",D7_S1311,"Other current transfers,of which payable to subsector S1311",holdout,4,1,4,0.0
GF0402,"Agriculture, forestry, fishing and hunting",D7_S1311,"Other current transfers,of which payable to subsector S1311",train,20,1,20,0.0
GF0402,"Agriculture, forestry, fishing and hunting",D7_S1312,"Other current transfers,of which payable to subsector S1312",holdout,4,1,4,0.0
GF0402,"Agriculture, forestry, fishing and hunting",D7_S1312,"Other current transfers,of which payable to subsector S1312",train,20,1,20,0.0
GF0402,"Agriculture, forestry, fishing and hunting",D7_S1313,"Other current transfers,of which payable to subsector S1313",holdout,4,1,4,0.0
GF0402,"Agriculture, forestry, fishing and hunting",D7_S1313,"Other current transfers,of which payable to subsector S1313",train,20,1,20,0.0
GF0402,"Agriculture, forestry, fishing and hunting",D7_S1314,"Other current transfers,of which payable to subsector S1314",holdout,4,1,4,0.0
GF0402,"Agriculture, forestry, fishing and hunting",D7_S1314,"Other current transfers,of which payable to subsector S1314",train,20,1,20,0.0
GF0402,"Agriculture, forestry, fishing and hunting",D9,Capital transfers,holdout,121,30,5,31617.9
GF0402,"Agriculture, forestry, fishing and hunting",D9,Capital transfers,train,685,30,26,143363.5
GF0402,"Agriculture, forestry, fishing and hunting",D92,Investment grants,holdout,118,30,5,23431.2
GF0402,"Agriculture, forestry, fishing and hunting",D92,Investment grants,train,672,30,26,117620.6
GF0402,"Agriculture, forestry, fishing and hunting",D9_S1311,"Capital transfers, expenditure, of which to subsector central government (S1311)",holdout,4,1,4,0.0
GF0402,"Agriculture, forestry, fishing and hunting",D9_S1311,"Capital transfers, expenditure, of which to subsector central government (S1311)",train,20,1,20,0.0
GF0402,"Agriculture, forestry, fishing and hunting",D9_S1312,"Capital transfers, expenditure, of which to subsector state government (S1312)",holdout,4,1,4,0.0
GF0402,"Agriculture, forestry, fishing and hunting",D9_S1312,"Capital transfers, expenditure, of which to subsector state government (S1312)",train,20,1,20,0.0
GF0402,"Agriculture, forestry, fishing and hunting",D9_S1313,"Capital transfers, expenditure, of which to subsector local government (S1313)",holdout,4,1,4,0.0
GF0402,"Agriculture, forestry, fishing and hunting",D9_S1313,"Capital transfers, expenditure, of which to subsector local government (S1313)",train,20,1,20,0.0
GF0402,"Agriculture, forestry, fishing and hunting",D9_S1314,"Capital transfers, expenditure, of which to subsector social security funds (S1314)",holdout,4,1,4,0.0
GF0402,"Agriculture, forestry, fishing and hunting",D9_S1314,"Capital transfers, expenditure, of which to subsector social security funds (S1314)",train,20,1,20,0.0
GF0402,"Agriculture, forestry, fishing and hunting",NP,Acquisitions less disposals of non-financial non-produced assets,holdout,116,29,5,1567.2
GF0402,"Agriculture, forestry, fishing and hunting",NP,Acquisitions less disposals of non-financial non-produced assets,train,673,29,26,10217.9
GF0402,"Agriculture, forestry, fishing and hunting",OP5ANP,Gross capital formation and acquisitions less disposals of non-financial non-produced assets,holdout,121,30,5,12920.4
GF0402,"Agriculture, forestry, fishing and hunting",OP5ANP,Gross capital formation and acquisitions less disposals of non-financial non-produced assets,train,698,30,26,79756.6
GF0402,"Agriculture, forestry, fishing and hunting",P2,Intermediate consumption,holdout,121,30,5,36862.9
GF0402,"Agriculture, forestry, fishing and hunting",P2,Intermediate consumption,train,698,30,26,172059.3
GF0402,"Agriculture, forestry, fishing and hunting",P2_D29_D5_D8,"Intermediate consumption; other taxes on production; current taxes on income, wealth, etc.; adjustment for the change in pension entitlements",holdout,117,29,5,37266.4
GF0402,"Agriculture, forestry, fishing and hunting",P2_D29_D5_D8,"Intermediate consumption; other taxes on production; current taxes on income, wealth, etc.; adjustment for the change in pension entitlements",train,672,29,26,176382.6
GF0402,"Agriculture, forestry, fishing and hunting",P3,Final consumption expenditure,holdout,121,30,5,80824.4
GF0402,"Agriculture, forestry, fishing and hunting",P3,Final consumption expenditure,train,698,30,26,386326.3
GF0402,"Agriculture, forestry, fishing and hunting",P31,Individual consumption expenditure,holdout,77,19,5,0.0
GF0402,"Agriculture, forestry, fishing and hunting",P31,Individual consumption expenditure,train,474,20,26,0.0
GF0402,"Agriculture, forestry, fishing and hunting",P32,Collective consumption expenditure,holdout,109,27,5,66670.5
GF0402,"Agriculture, forestry, fishing and hunting",P32,Collective consumption expenditure,train,640,27,26,332727.3
GF0402,"Agriculture, forestry, fishing and hunting",P5,Gross capital formation,holdout,121,30,5,12375.8
GF0402,"Agriculture, forestry, fishing and hunting",P5,Gross capital formation,train,698,30,26,74612.2
GF0402,"Agriculture, forestry, fishing and hunting",P51G,Gross fixed capital formation,holdout,121,30,5,11831.2
GF0402,"Agriculture, forestry, fishing and hunting",P51G,Gross fixed capital formation,train,698,30,26,70461.4
GF0402,"Agriculture, forestry, fishing and hunting",TE,Total general government expenditure,holdout,121,30,5,219212.2
GF0402,"Agriculture, forestry, fishing and hunting",TE,Total general government expenditure,train,698,30,26,1000714.9
GF0403,Fuel and energy,D1,Compensation of employees,holdout,121,30,5,7434.8
GF0403,Fuel and energy,D1,Compensation of employees,train,698,30,26,22013.5
GF0403,Fuel and energy,D29_D5_D8,"""Other taxes on production; current taxes on income, wealth, etc; adjustment for the change in pension entitlements""",holdout,113,28,5,7898.3
GF0403,Fuel and energy,D29_D5_D8,"""Other taxes on production; current taxes on income, wealth, etc; adjustment for the change in pension entitlements""",train,641,28,26,16882.9
GF0403,Fuel and energy,D3,Subsidies,holdout,121,30,5,365353.0
GF0403,Fuel and energy,D3,Subsidies,train,700,30,26,749901.6
GF0403,Fuel and energy,D4,Property income,holdout,105,26,5,6.5
GF0403,Fuel and energy,D4,Property income,train,619,27,26,21.4
GF0403,Fuel and energy,D4_S1311,"Property income, of which payable to subsector S1311",holdout,4,1,4,0.0
GF0403,Fuel and energy,D4_S1311,"Property income, of which payable to subsector S1311",train,20,1,20,0.0
GF0403,Fuel and energy,D4_S1312,"Property income, of which payable to subsector S1312",holdout,4,1,4,0.0
GF0403,Fuel and energy,D4_S1312,"Property income, of which payable to subsector S1312",train,20,1,20,0.0
GF0403,Fuel and energy,D4_S1313,"Property income, of which payable to subsector S1313",holdout,4,1,4,0.0
GF0403,Fuel and energy,D4_S1313,"Property income, of which payable to subsector S1313",train,20,1,20,0.0
GF0403,Fuel and energy,D4_S1314,"Property income, of which payable to subsector S1314",holdout,4,1,4,0.0
GF0403,Fuel and energy,D4_S1314,"Property income, of which payable to subsector S1314",train,20,1,20,0.0
GF0403,Fuel and energy,D62,Social benefits other than social transfers in kind,holdout,105,26,5,0.0
GF0403,Fuel and energy,D62,Social benefits other than social transfers in kind,train,588,26,26,30.6
GF0403,Fuel and energy,D62_D632,Social benefits other than social transfers in kind and social transfers in kind - purchased market production,holdout,105,26,5,0.0
GF0403,Fuel and energy,D62_D632,Social benefits other than social transfers in kind and social transfers in kind - purchased market production,train,611,26,26,30.6
GF0403,Fuel and energy,D632,Social transfers in kind - purchased market production,holdout,105,26,5,0.0
GF0403,Fuel and energy,D632,Social transfers in kind - purchased market production,train,588,26,26,0.0
GF0403,Fuel and energy,D7,Other current transfers,holdout,117,29,5,22894.0
GF0403,Fuel and energy,D7,Other current transfers,train,673,30,26,54984.7
GF0403,Fuel and energy,D7_S1311,"Other current transfers,of which payable to subsector S1311",holdout,4,1,4,0.0
GF0403,Fuel and energy,D7_S1311,"Other current transfers,of which payable to subsector S1311",train,20,1,20,0.0
GF0403,Fuel and energy,D7_S1312,"Other current transfers,of which payable to subsector S1312",holdout,4,1,4,0.0
GF0403,Fuel and energy,D7_S1312,"Other current transfers,of which payable to subsector S1312",train,20,1,20,0.0
GF0403,Fuel and energy,D7_S1313,"Other current transfers,of which payable to subsector S1313",holdout,4,1,4,0.0
GF0403,Fuel and energy,D7_S1313,"Other current transfers,of which payable to subsector S1313",train,20,1,20,0.0
GF0403,Fuel and energy,D7_S1314,"Other current transfers,of which payable to subsector S1314",holdout,4,1,4,0.0
GF0403,Fuel and energy,D7_S1314,"Other current transfers,of which payable to subsector S1314",train,20,1,20,0.0
GF0403,Fuel and energy,D9,Capital transfers,holdout,119,30,5,69690.4
GF0403,Fuel and energy,D9,Capital transfers,train,672,30,26,74263.8
GF0403,Fuel and energy,D92,Investment grants,holdout,117,29,5,32562.4
GF0403,Fuel and energy,D92,Investment grants,train,669,29,26,55285.5
GF0403,Fuel and energy,D9_S1311,"Capital transfers, expenditure, of which to subsector central government (S1311)",holdout,4,1,4,0.0
GF0403,Fuel and energy,D9_S1311,"Capital transfers, expenditure, of which to subsector central government (S1311)",train,20,1,20,0.0
GF0403,Fuel and energy,D9_S1312,"Capital transfers, expenditure, of which to subsector state government (S1312)",holdout,4,1,4,0.0
GF0403,Fuel and energy,D9_S1312,"Capital transfers, expenditure, of which to subsector state government (S1312)",train,20,1,20,0.0
GF0403,Fuel and energy,D9_S1313,"Capital transfers, expenditure, of which to subsector local government (S1313)",holdout,4,1,4,0.0
GF0403,Fuel and energy,D9_S1313,"Capital transfers, expenditure, of which to subsector local government (S1313)",train,20,1,20,0.0
GF0403,Fuel and energy,D9_S1314,"Capital transfers, expenditure, of which to subsector social security funds (S1314)",holdout,4,1,4,0.0
GF0403,Fuel and energy,D9_S1314,"Capital transfers, expenditure, of which to subsector social security funds (S1314)",train,20,1,20,0.0
GF0403,Fuel and energy,NP,Acquisitions less disposals of non-financial non-produced assets,holdout,112,29,5,556.8
GF0403,Fuel and energy,NP,Acquisitions less disposals of non-financial non-produced assets,train,649,29,26,3016.8
GF0403,Fuel and energy,OP5ANP,Gross capital formation and acquisitions less disposals of non-financial non-produced assets,holdout,121,30,5,33726.6
GF0403,Fuel and energy,OP5ANP,Gross capital formation and acquisitions less disposals of non-financial non-produced assets,train,698,30,26,81521.6
GF0403,Fuel and energy,P2,Intermediate consumption,holdout,121,30,5,28273.2
GF0403,Fuel and energy,P2,Intermediate consumption,train,698,30,26,91777.8
GF0403,Fuel and energy,P2_D29_D5_D8,"Intermediate consumption; other taxes on production; current taxes on income, wealth, etc.; adjustment for the change in pension entitlements",holdout,117,29,5,34241.3
GF0403,Fuel and energy,P2_D29_D5_D8,"Intermediate consumption; other taxes on production; current taxes on income, wealth, etc.; adjustment for the change in pension entitlements",train,672,29,26,108026.9
GF0403,Fuel and energy,P3,Final consumption expenditure,holdout,121,30,5,25510.8
GF0403,Fuel and energy,P3,Final consumption expenditure,train,698,30,26,70803.7
GF0403,Fuel and energy,P31,Individual consumption expenditure,holdout,77,19,5,0.0
GF0403,Fuel and energy,P31,Individual consumption expenditure,train,474,20,26,0.0
GF0403,Fuel and energy,P32,Collective consumption expenditure,holdout,109,27,5,19654.3
GF0403,Fuel and energy,P32,Collective consumption expenditure,train,640,27,26,56831.2
GF0403,Fuel and energy,P5,Gross capital formation,holdout,121,30,5,34013.5
GF0403,Fuel and energy,P5,Gross capital formation,train,697,30,26,78919.3
GF0403,Fuel and energy,P51G,Gross fixed capital formation,holdout,121,30,5,16211.2
GF0403,Fuel and energy,P51G,Gross fixed capital formation,train,698,30,26,67246.7
GF0403,Fuel and energy,TE,Total general government expenditure,holdout,121,30,5,530699.1
GF0403,Fuel and energy,TE,Total general government expenditure,train,698,30,26,1081501.1
GF0404,"Mining, manufacturing and construction",D1,Compensation of employees,holdout,121,30,5,14851.7
GF0404,"Mining, manufacturing and construction",D1,Compensation of employees,train,698,30,26,82461.4
GF0404,"Mining, manufacturing and construction",D29_D5_D8,"""Other taxes on production; current taxes on income, wealth, etc; adjustment for the change in pension entitlements""",holdout,113,28,5,337.5
GF0404,"Mining, manufacturing and construction",D29_D5_D8,"""Other taxes on production; current taxes on income, wealth, etc; adjustment for the change in pension entitlements""",train,643,28,26,1419.5
GF0404,"Mining, manufacturing and construction",D3,Subsidies,holdout,113,28,5,44574.7
GF0404,"Mining, manufacturing and construction",D3,Subsidies,train,680,30,26,63085.0
GF0404,"Mining, manufacturing and construction",D4,Property income,holdout,105,26,5,0.4
GF0404,"Mining, manufacturing and construction",D4,Property income,train,625,27,26,14.5
GF0404,"Mining, manufacturing and construction",D4_S1311,"Property income, of which payable to subsector S1311",holdout,4,1,4,0.0
GF0404,"Mining, manufacturing and construction",D4_S1311,"Property income, of which payable to subsector S1311",train,20,1,20,0.0
GF0404,"Mining, manufacturing and construction",D4_S1312,"Property income, of which payable to subsector S1312",holdout,4,1,4,0.0
GF0404,"Mining, manufacturing and construction",D4_S1312,"Property income, of which payable to subsector S1312",train,20,1,20,0.0
GF0404,"Mining, manufacturing and construction",D4_S1313,"Property income, of which payable to subsector S1313",holdout,4,1,4,0.0
GF0404,"Mining, manufacturing and construction",D4_S1313,"Property income, of which payable to subsector S1313",train,20,1,20,0.0
GF0404,"Mining, manufacturing and construction",D4_S1314,"Property income, of which payable to subsector S1314",holdout,4,1,4,0.0
GF0404,"Mining, manufacturing and construction",D4_S1314,"Property income, of which payable to subsector S1314",train,20,1,20,0.0
GF0404,"Mining, manufacturing and construction",D62,Social benefits other than social transfers in kind,holdout,105,26,5,0.0
GF0404,"Mining, manufacturing and construction",D62,Social benefits other than social transfers in kind,train,588,26,26,22.0
GF0404,"Mining, manufacturing and construction",D62_D632,Social benefits other than social transfers in kind and social transfers in kind - purchased market production,holdout,105,26,5,0.0
GF0404,"Mining, manufacturing and construction",D62_D632,Social benefits other than social transfers in kind and social transfers in kind - purchased market production,train,611,26,26,22.0
GF0404,"Mining, manufacturing and construction",D632,Social transfers in kind - purchased market production,holdout,105,26,5,0.0
GF0404,"Mining, manufacturing and construction",D632,Social transfers in kind - purchased market production,train,588,26,26,0.0
GF0404,"Mining, manufacturing and construction",D7,Other current transfers,holdout,121,30,5,1224.8
GF0404,"Mining, manufacturing and construction",D7,Other current transfers,train,687,30,26,8131.9
GF0404,"Mining, manufacturing and construction",D7_S1311,"Other current transfers,of which payable to subsector S1311",holdout,4,1,4,0.0
GF0404,"Mining, manufacturing and construction",D7_S1311,"Other current transfers,of which payable to subsector S1311",train,20,1,20,0.0
GF0404,"Mining, manufacturing and construction",D7_S1312,"Other current transfers,of which payable to subsector S1312",holdout,4,1,4,0.0
GF0404,"Mining, manufacturing and construction",D7_S1312,"Other current transfers,of which payable to subsector S1312",train,20,1,20,0.0
GF0404,"Mining, manufacturing and construction",D7_S1313,"Other current transfers,of which payable to subsector S1313",holdout,4,1,4,0.0
GF0404,"Mining, manufacturing and construction",D7_S1313,"Other current transfers,of which payable to subsector S1313",train,20,1,20,0.0
GF0404,"Mining, manufacturing and construction",D7_S1314,"Other current transfers,of which payable to subsector S1314",holdout,4,1,4,0.0
GF0404,"Mining, manufacturing and construction",D7_S1314,"Other current transfers,of which payable to subsector S1314",train,20,1,20,0.0
GF0404,"Mining, manufacturing and construction",D9,Capital transfers,holdout,113,28,5,50261.8
GF0404,"Mining, manufacturing and construction",D9,Capital transfers,train,666,30,26,114910.8
GF0404,"Mining, manufacturing and construction",D92,Investment grants,holdout,113,28,5,38975.3
GF0404,"Mining, manufacturing and construction",D92,Investment grants,train,657,29,26,92265.0
GF0404,"Mining, manufacturing and construction",D9_S1311,"Capital transfers, expenditure, of which to subsector central government (S1311)",holdout,4,1,4,0.0
GF0404,"Mining, manufacturing and construction",D9_S1311,"Capital transfers, expenditure, of which to subsector central government (S1311)",train,20,1,20,0.0
GF0404,"Mining, manufacturing and construction",D9_S1312,"Capital transfers, expenditure, of which to subsector state government (S1312)",holdout,4,1,4,0.0
GF0404,"Mining, manufacturing and construction",D9_S1312,"Capital transfers, expenditure, of which to subsector state government (S1312)",train,20,1,20,0.0
GF0404,"Mining, manufacturing and construction",D9_S1313,"Capital transfers, expenditure, of which to subsector local government (S1313)",holdout,4,1,4,0.0
GF0404,"Mining, manufacturing and construction",D9_S1313,"Capital transfers, expenditure, of which to subsector local government (S1313)",train,20,1,20,0.0
GF0404,"Mining, manufacturing and construction",D9_S1314,"Capital transfers, expenditure, of which to subsector social security funds (S1314)",holdout,4,1,4,0.0
GF0404,"Mining, manufacturing and construction",D9_S1314,"Capital transfers, expenditure, of which to subsector social security funds (S1314)",train,20,1,20,0.0
GF0404,"Mining, manufacturing and construction",NP,Acquisitions less disposals of non-financial non-produced assets,holdout,116,29,5,1442.6
GF0404,"Mining, manufacturing and construction",NP,Acquisitions less disposals of non-financial non-produced assets,train,665,29,26,3152.2
GF0404,"Mining, manufacturing and construction",OP5ANP,Gross capital formation and acquisitions less disposals of non-financial non-produced assets,holdout,121,30,5,17111.2
GF0404,"Mining, manufacturing and construction",OP5ANP,Gross capital formation and acquisitions less disposals of non-financial non-produced assets,train,698,30,26,48292.0
GF0404,"Mining, manufacturing and construction",P2,Intermediate consumption,holdout,121,30,5,18287.1
GF0404,"Mining, manufacturing and construction",P2,Intermediate consumption,train,698,30,26,75505.6
GF0404,"Mining, manufacturing and construction",P2_D29_D5_D8,"Intermediate consumption; other taxes on production; current taxes on income, wealth, etc.; adjustment for the change in pension entitlements",holdout,117,29,5,18612.1
GF0404,"Mining, manufacturing and construction",P2_D29_D5_D8,"Intermediate consumption; other taxes on production; current taxes on income, wealth, etc.; adjustment for the change in pension entitlements",train,672,29,26,76422.1
GF0404,"Mining, manufacturing and construction",P3,Final consumption expenditure,holdout,121,30,5,34059.8
GF0404,"Mining, manufacturing and construction",P3,Final consumption expenditure,train,698,30,26,142956.6
GF0404,"Mining, manufacturing and construction",P31,Individual consumption expenditure,holdout,77,19,5,0.0
GF0404,"Mining, manufacturing and construction",P31,Individual consumption expenditure,train,474,20,26,0.0
GF0404,"Mining, manufacturing and construction",P32,Collective consumption expenditure,holdout,109,27,5,13323.2
GF0404,"Mining, manufacturing and construction",P32,Collective consumption expenditure,train,640,27,26,46523.3
GF0404,"Mining, manufacturing and construction",P5,Gross capital formation,holdout,121,30,5,16994.4
GF0404,"Mining, manufacturing and construction",P5,Gross capital formation,train,698,30,26,49263.3
GF0404,"Mining, manufacturing and construction",P51G,Gross fixed capital formation,holdout,121,30,5,16965.2
GF0404,"Mining, manufacturing and construction",P51G,Gross fixed capital formation,train,698,30,26,49124.4
GF0404,"Mining, manufacturing and construction",TE,Total general government expenditure,holdout,121,30,5,145793.7
GF0404,"Mining, manufacturing and construction",TE,Total general government expenditure,train,698,30,26,392188.8
GF0405,Transport,D1,Compensation of employees,holdout,121,30,5,267880.1
GF0405,Transport,D1,Compensation of employees,train,698,30,26,919701.5
GF0405,Transport,D29_D5_D8,"""Other taxes on production; current taxes on income, wealth, etc; adjustment for the change in pension entitlements""",holdout,113,28,5,6305.0
GF0405,Transport,D29_D5_D8,"""Other taxes on production; current taxes on income, wealth, etc; adjustment for the change in pension entitlements""",train,644,28,26,19445.2
GF0405,Transport,D3,Subsidies,holdout,121,30,5,224963.0
GF0405,Transport,D3,Subsidies,train,704,30,26,860824.7
GF0405,Transport,D4,Property income,holdout,107,27,5,495.8
GF0405,Transport,D4,Property income,train,629,27,26,1962.5
GF0405,Transport,D4_S1311,"Property income, of which payable to subsector S1311",holdout,4,1,4,0.0
GF0405,Transport,D4_S1311,"Property income, of which payable to subsector S1311",train,20,1,20,0.0
GF0405,Transport,D4_S1312,"Property income, of which payable to subsector S1312",holdout,4,1,4,0.0
GF0405,Transport,D4_S1312,"Property income, of which payable to subsector S1312",train,20,1,20,0.0
GF0405,Transport,D4_S1313,"Property income, of which payable to subsector S1313",holdout,4,1,4,0.0
GF0405,Transport,D4_S1313,"Property income, of which payable to subsector S1313",train,20,1,20,0.0
GF0405,Transport,D4_S1314,"Property income, of which payable to subsector S1314",holdout,4,1,4,0.0
GF0405,Transport,D4_S1314,"Property income, of which payable to subsector S1314",train,20,1,20,0.0
GF0405,Transport,D62,Social benefits other than social transfers in kind,holdout,105,26,5,0.0
GF0405,Transport,D62,Social benefits other than social transfers in kind,train,588,26,26,48.7
GF0405,Transport,D62_D632,Social benefits other than social transfers in kind and social transfers in kind - purchased market production,holdout,105,26,5,0.0
GF0405,Transport,D62_D632,Social benefits other than social transfers in kind and social transfers in kind - purchased market production,train,611,26,26,48.7
GF0405,Transport,D632,Social transfers in kind - purchased market production,holdout,105,26,5,0.0
GF0405,Transport,D632,Social transfers in kind - purchased market production,train,588,26,26,0.0
GF0405,Transport,D7,Other current transfers,holdout,121,30,5,14322.6
GF0405,Transport,D7,Other current transfers,train,693,30,26,45451.2
GF0405,Transport,D7_S1311,"Other current transfers,of which payable to subsector S1311",holdout,4,1,4,0.0
GF0405,Transport,D7_S1311,"Other current transfers,of which payable to subsector S1311",train,20,1,20,0.0
GF0405,Transport,D7_S1312,"Other current transfers,of which payable to subsector S1312",holdout,4,1,4,0.0
GF0405,Transport,D7_S1312,"Other current transfers,of which payable to subsector S1312",train,20,1,20,0.0
GF0405,Transport,D7_S1313,"Other current transfers,of which payable to subsector S1313",holdout,4,1,4,0.0
GF0405,Transport,D7_S1313,"Other current transfers,of which payable to subsector S1313",train,20,1,20,0.0
GF0405,Transport,D7_S1314,"Other current transfers,of which payable to subsector S1314",holdout,4,1,4,0.0
GF0405,Transport,D7_S1314,"Other current transfers,of which payable to subsector S1314",train,20,1,20,0.0
GF0405,Transport,D9,Capital transfers,holdout,121,30,5,104949.6
GF0405,Transport,D9,Capital transfers,train,694,30,26,401469.6
GF0405,Transport,D92,Investment grants,holdout,121,30,5,85156.3
GF0405,Transport,D92,Investment grants,train,675,30,26,294963.4
GF0405,Transport,D9_S1311,"Capital transfers, expenditure, of which to subsector central government (S1311)",holdout,4,1,4,0.0
GF0405,Transport,D9_S1311,"Capital transfers, expenditure, of which to subsector central government (S1311)",train,20,1,20,0.0
GF0405,Transport,D9_S1312,"Capital transfers, expenditure, of which to subsector state government (S1312)",holdout,4,1,4,0.0
GF0405,Transport,D9_S1312,"Capital transfers, expenditure, of which to subsector state government (S1312)",train,20,1,20,0.0
GF0405,Transport,D9_S1313,"Capital transfers, expenditure, of which to subsector local government (S1313)",holdout,4,1,4,0.0
GF0405,Transport,D9_S1313,"Capital transfers, expenditure, of which to subsector local government (S1313)",train,20,1,20,0.0
GF0405,Transport,D9_S1314,"Capital transfers, expenditure, of which to subsector social security funds (S1314)",holdout,4,1,4,0.0
GF0405,Transport,D9_S1314,"Capital transfers, expenditure, of which to subsector social security funds (S1314)",train,20,1,20,0.0
GF0405,Transport,NP,Acquisitions less disposals of non-financial non-produced assets,holdout,117,29,5,9450.4
GF0405,Transport,NP,Acquisitions less disposals of non-financial non-produced assets,train,680,29,26,46413.3
GF0405,Transport,OP5ANP,Gross capital formation and acquisitions less disposals of non-financial non-produced assets,holdout,121,30,5,675277.7
GF0405,Transport,OP5ANP,Gross capital formation and acquisitions less disposals of non-financial non-produced assets,train,698,30,26,2441858.9
GF0405,Transport,P2,Intermediate consumption,holdout,121,30,5,487156.7
GF0405,Transport,P2,Intermediate consumption,train,698,30,26,1501712.3
GF0405,Transport,P2_D29_D5_D8,"Intermediate consumption; other taxes on production; current taxes on income, wealth, etc.; adjustment for the change in pension entitlements",holdout,117,29,5,487513.8
GF0405,Transport,P2_D29_D5_D8,"Intermediate consumption; other taxes on production; current taxes on income, wealth, etc.; adjustment for the change in pension entitlements",train,672,29,26,1487609.5
GF0405,Transport,P3,Final consumption expenditure,holdout,121,30,5,844662.2
GF0405,Transport,P3,Final consumption expenditure,train,698,30,26,2761964.2
GF0405,Transport,P31,Individual consumption expenditure,holdout,77,19,5,0.0
GF0405,Transport,P31,Individual consumption expenditure,train,474,20,26,0.0
GF0405,Transport,P32,Collective consumption expenditure,holdout,109,27,5,609260.5
GF0405,Transport,P32,Collective consumption expenditure,train,640,27,26,2024163.9
GF0405,Transport,P5,Gross capital formation,holdout,121,30,5,671285.8
GF0405,Transport,P5,Gross capital formation,train,698,30,26,2413913.0
GF0405,Transport,P51G,Gross fixed capital formation,holdout,121,30,5,669392.6
GF0405,Transport,P51G,Gross fixed capital formation,train,698,30,26,2416454.9
GF0405,Transport,TE,Total general government expenditure,holdout,121,30,5,1781344.7
GF0405,Transport,TE,Total general government expenditure,train,698,30,26,6190487.2
GF0406,Communication,D1,Compensation of employees,holdout,121,30,5,5619.0
GF0406,Communication,D1,Compensation of employees,train,692,30,26,16904.7
GF0406,Communication,D29_D5_D8,"""Other taxes on production; current taxes on income, wealth, etc; adjustment for the change in pension entitlements""",holdout,111,28,5,98.0
GF0406,Communication,D29_D5_D8,"""Other taxes on production; current taxes on income, wealth, etc; adjustment for the change in pension entitlements""",train,638,28,26,390.2
GF0406,Communication,D3,Subsidies,holdout,120,30,5,6938.9
GF0406,Communication,D3,Subsidies,train,682,30,26,33586.2
GF0406,Communication,D4,Property income,holdout,105,26,5,7.2
GF0406,Communication,D4,Property income,train,611,26,26,5.6
GF0406,Communication,D4_S1311,"Property income, of which payable to subsector S1311",holdout,4,1,4,0.0
GF0406,Communication,D4_S1311,"Property income, of which payable to subsector S1311",train,20,1,20,0.0
GF0406,Communication,D4_S1312,"Property income, of which payable to subsector S1312",holdout,4,1,4,0.0
GF0406,Communication,D4_S1312,"Property income, of which payable to subsector S1312",train,20,1,20,0.0
GF0406,Communication,D4_S1313,"Property income, of which payable to subsector S1313",holdout,4,1,4,0.0
