codelist_id,code,label_en,parent_code,description
CL_GFS_INDICATOR,ADJ_D_A_SP,"Adjustment (GFS), Domestic, Assets, Stock positions",,"Adjustment (GFS) Domestic Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,CIOA_TCB_CAB,"Cash inflow from operating activities, Transactions (cash basis of recording), Cash basis",,"The cash generated by a government's regular operational activities, including tax collections, fees, and other income. Transactions (cash basis of recording). Cash basis"
CL_GFS_INDICATOR,CONTLIB_L_SP_MI,"Contingent Liabilities, Stock positions, Memorandum Item",,"Potential obligations that may arise based on the outcome of future events. Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. The values of assets, liabilities, and equity held at a specific point in time. Memorandum Item"
CL_GFS_INDICATOR,CSDA_TCB_CAB,"Cash surplus/deficit (adjustment), Transactions (cash basis of recording), Cash basis",,"Adjustments made to the reported cash surplus or deficit to account for corrections, reallocations, or other changes. Transactions (cash basis of recording). Cash basis"
CL_GFS_INDICATOR,DC_L_T,"Domestic Creditors, Liabilities, Transactions",,"Domestic Creditors Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,DC_L_TCB_CAB,"Domestic Creditors, Liabilities, Transactions (cash basis of recording), Cash basis",,"Domestic Creditors Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. Transactions (cash basis of recording). Cash basis"
CL_GFS_INDICATOR,DD_A_SP,"Domestic Debtors, Assets, Stock positions",,"Domestic Debtors Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,DMV_G33_L_T_MI,"Debt (at market value), Net incurrence of liabilities, Transactions, Memorandum Item",,"The value of debt calculated based on the current market price of the debt instruments. The net increase in the government's liabilities to domestic creditors, representing new borrowing from domestic sources minus repayments. Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value. Memorandum Item"
CL_GFS_INDICATOR,F12_FC_L_SP,"Special Drawing Rights (SDRs), Foreign Creditors, Liabilities, Stock positions",,"Reserve assets created by the International Monetary Fund and allocated to its members to supplement existing reserve assets. Foreign Creditors Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F12_FC_L_SP_FV,"Special Drawing Rights (SDRs), Foreign Creditors, Liabilities, Stock positions, Face value",,"Reserve assets created by the International Monetary Fund and allocated to its members to supplement existing reserve assets. Foreign Creditors Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. The values of assets, liabilities, and equity held at a specific point in time. Face value"
CL_GFS_INDICATOR,F12_FC_L_SP_NV,"Special Drawing Rights (SDRs), Foreign Creditors, Liabilities, Stock positions, Nominal value",,"Reserve assets created by the International Monetary Fund and allocated to its members to supplement existing reserve assets. Foreign Creditors Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. The values of assets, liabilities, and equity held at a specific point in time. Nominal value"
CL_GFS_INDICATOR,F12_G33_FC_L_T,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",,"Reserve assets created by the International Monetary Fund and allocated to its members to supplement existing reserve assets. The net increase in the government's liabilities to domestic creditors, representing new borrowing from domestic sources minus repayments. Foreign Creditors Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F12_G33_L_T,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Transactions",,"Reserve assets created by the International Monetary Fund and allocated to its members to supplement existing reserve assets. The net increase in the government's liabilities to domestic creditors, representing new borrowing from domestic sources minus repayments. Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F12_L_SP,"Special Drawing Rights (SDRs), Liabilities, Stock positions",,"Reserve assets created by the International Monetary Fund and allocated to its members to supplement existing reserve assets. Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F1_A_SP,"Monetary gold and SDRs, Assets, Stock positions",,"Gold held as a reserve asset and Special Drawing Rights (SDRs) allocated by the International Monetary Fund (IMF). Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F1_DD_A_SP,"Monetary gold and SDRs, Domestic Debtors, Assets, Stock positions",,"Gold held as a reserve asset and Special Drawing Rights (SDRs) allocated by the International Monetary Fund (IMF). Domestic Debtors Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F1_FD_A_SP,"Monetary gold and SDRs, Foreign Debtors, Assets, Stock positions",,"Gold held as a reserve asset and Special Drawing Rights (SDRs) allocated by the International Monetary Fund (IMF). Foreign Debtors Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F1_G32_A_T,"Monetary gold and SDRs, Net acquisition of financial assets, Transactions",,"Gold held as a reserve asset and Special Drawing Rights (SDRs) allocated by the International Monetary Fund (IMF). The difference between the acquisition and disposal of financial assets by the government, representing the net increase in financial assets. Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F1_G32_DD_A_T,"Monetary gold and SDRs, Net acquisition of financial assets, Domestic Debtors, Transactions",,"Gold held as a reserve asset and Special Drawing Rights (SDRs) allocated by the International Monetary Fund (IMF). The difference between the acquisition and disposal of financial assets by the government, representing the net increase in financial assets. Domestic Debtors Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F1_G32_FD_A_T,"Monetary gold and SDRs, Net acquisition of financial assets, Foreign Debtors, Transactions",,"Gold held as a reserve asset and Special Drawing Rights (SDRs) allocated by the International Monetary Fund (IMF). The difference between the acquisition and disposal of financial assets by the government, representing the net increase in financial assets. Foreign Debtors Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F2_A_SP,"Currency and deposits, Assets, Stock positions",,"Monetary assets held in the form of currency or in deposit accounts with financial institutions. Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F2_DC_L_SP,"Currency and deposits, Domestic Creditors, Liabilities, Stock positions",,"Monetary assets held in the form of currency or in deposit accounts with financial institutions. Domestic Creditors Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F2_DD_A_SP,"Currency and deposits, Domestic Debtors, Assets, Stock positions",,"Monetary assets held in the form of currency or in deposit accounts with financial institutions. Domestic Debtors Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F2_FC_L_SP,"Currency and deposits, Foreign Creditors, Liabilities, Stock positions",,"Monetary assets held in the form of currency or in deposit accounts with financial institutions. Foreign Creditors Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F2_FD_A_SP,"Currency and deposits, Foreign Debtors, Assets, Stock positions",,"Monetary assets held in the form of currency or in deposit accounts with financial institutions. Foreign Debtors Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F2_G32_A_T,"Currency and deposits, Net acquisition of financial assets, Transactions",,"Monetary assets held in the form of currency or in deposit accounts with financial institutions. The difference between the acquisition and disposal of financial assets by the government, representing the net increase in financial assets. Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F2_G32_DD_A_T,"Currency and deposits, Net acquisition of financial assets, Domestic Debtors, Transactions",,"Monetary assets held in the form of currency or in deposit accounts with financial institutions. The difference between the acquisition and disposal of financial assets by the government, representing the net increase in financial assets. Domestic Debtors Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F2_G32_FD_A_T,"Currency and deposits, Net acquisition of financial assets, Foreign Debtors, Transactions",,"Monetary assets held in the form of currency or in deposit accounts with financial institutions. The difference between the acquisition and disposal of financial assets by the government, representing the net increase in financial assets. Foreign Debtors Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F2_G33_DC_L_T,"Currency and deposits, Net incurrence of liabilities, Domestic Creditors, Transactions",,"Monetary assets held in the form of currency or in deposit accounts with financial institutions. The net increase in the government's liabilities to domestic creditors, representing new borrowing from domestic sources minus repayments. Domestic Creditors Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F2_G33_FC_L_T,"Currency and deposits, Net incurrence of liabilities, Foreign Creditors, Transactions",,"Monetary assets held in the form of currency or in deposit accounts with financial institutions. The net increase in the government's liabilities to domestic creditors, representing new borrowing from domestic sources minus repayments. Foreign Creditors Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F2_G33_L_T,"Currency and deposits, Net incurrence of liabilities, Transactions",,"Monetary assets held in the form of currency or in deposit accounts with financial institutions. The net increase in the government's liabilities to domestic creditors, representing new borrowing from domestic sources minus repayments. Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F2_L_SP,"Currency and deposits, Liabilities, Stock positions",,"Monetary assets held in the form of currency or in deposit accounts with financial institutions. Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F3H_A_SP_MI,"High quality tradable securities, Assets, Stock positions, Memorandum Item",,"Financial instruments that are highly rated and can be easily traded in financial markets. Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. The values of assets, liabilities, and equity held at a specific point in time. Memorandum Item"
CL_GFS_INDICATOR,F3_A_SP,"Debt securities, Assets, Stock positions",,"Tradable financial instruments representing a debt, such as bonds and notes. Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F3_DC_L_SP,"Debt securities, Domestic Creditors, Liabilities, Stock positions",,"Tradable financial instruments representing a debt, such as bonds and notes. Domestic Creditors Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F3_DD_A_SP,"Debt securities, Domestic Debtors, Assets, Stock positions",,"Tradable financial instruments representing a debt, such as bonds and notes. Domestic Debtors Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F3_FC_L_SP,"Debt securities, Foreign Creditors, Liabilities, Stock positions",,"Tradable financial instruments representing a debt, such as bonds and notes. Foreign Creditors Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F3_FD_A_SP,"Debt securities, Foreign Debtors, Assets, Stock positions",,"Tradable financial instruments representing a debt, such as bonds and notes. Foreign Debtors Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F3_G32_A_T,"Debt securities, Net acquisition of financial assets, Transactions",,"Tradable financial instruments representing a debt, such as bonds and notes. The difference between the acquisition and disposal of financial assets by the government, representing the net increase in financial assets. Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F3_G32_DD_A_T,"Debt securities, Net acquisition of financial assets, Domestic Debtors, Transactions",,"Tradable financial instruments representing a debt, such as bonds and notes. The difference between the acquisition and disposal of financial assets by the government, representing the net increase in financial assets. Domestic Debtors Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F3_G32_FD_A_T,"Debt securities, Net acquisition of financial assets, Foreign Debtors, Transactions",,"Tradable financial instruments representing a debt, such as bonds and notes. The difference between the acquisition and disposal of financial assets by the government, representing the net increase in financial assets. Foreign Debtors Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F3_G33_DC_L_T,"Debt securities, Net incurrence of liabilities, Domestic Creditors, Transactions",,"Tradable financial instruments representing a debt, such as bonds and notes. The net increase in the government's liabilities to domestic creditors, representing new borrowing from domestic sources minus repayments. Domestic Creditors Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F3_G33_FC_L_T,"Debt securities, Net incurrence of liabilities, Foreign Creditors, Transactions",,"Tradable financial instruments representing a debt, such as bonds and notes. The net increase in the government's liabilities to domestic creditors, representing new borrowing from domestic sources minus repayments. Foreign Creditors Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F3_G33_L_T,"Debt securities, Net incurrence of liabilities, Transactions",,"Tradable financial instruments representing a debt, such as bonds and notes. The net increase in the government's liabilities to domestic creditors, representing new borrowing from domestic sources minus repayments. Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F3_L_SP,"Debt securities, Liabilities, Stock positions",,"Tradable financial instruments representing a debt, such as bonds and notes. Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F4_A_SP,"Loans, Assets, Stock positions",,"Sums of money that are borrowed and expected to be paid back with interest. Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F4_DC_L_SP,"Loans, Domestic Creditors, Liabilities, Stock positions",,"Sums of money that are borrowed and expected to be paid back with interest. Domestic Creditors Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F4_DD_A_SP,"Loans, Domestic Debtors, Assets, Stock positions",,"Sums of money that are borrowed and expected to be paid back with interest. Domestic Debtors Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F4_FC_L_SP,"Loans, Foreign Creditors, Liabilities, Stock positions",,"Sums of money that are borrowed and expected to be paid back with interest. Foreign Creditors Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F4_FD_A_SP,"Loans, Foreign Debtors, Assets, Stock positions",,"Sums of money that are borrowed and expected to be paid back with interest. Foreign Debtors Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F4_G32_A_T,"Loans, Net acquisition of financial assets, Transactions",,"Sums of money that are borrowed and expected to be paid back with interest. The difference between the acquisition and disposal of financial assets by the government, representing the net increase in financial assets. Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F4_G32_DD_A_T,"Loans, Net acquisition of financial assets, Domestic Debtors, Transactions",,"Sums of money that are borrowed and expected to be paid back with interest. The difference between the acquisition and disposal of financial assets by the government, representing the net increase in financial assets. Domestic Debtors Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F4_G32_FD_A_T,"Loans, Net acquisition of financial assets, Foreign Debtors, Transactions",,"Sums of money that are borrowed and expected to be paid back with interest. The difference between the acquisition and disposal of financial assets by the government, representing the net increase in financial assets. Foreign Debtors Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F4_G33_DC_L_T,"Loans, Net incurrence of liabilities, Domestic Creditors, Transactions",,"Sums of money that are borrowed and expected to be paid back with interest. The net increase in the government's liabilities to domestic creditors, representing new borrowing from domestic sources minus repayments. Domestic Creditors Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F4_G33_FC_L_T,"Loans, Net incurrence of liabilities, Foreign Creditors, Transactions",,"Sums of money that are borrowed and expected to be paid back with interest. The net increase in the government's liabilities to domestic creditors, representing new borrowing from domestic sources minus repayments. Foreign Creditors Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F4_G33_L_T,"Loans, Net incurrence of liabilities, Transactions",,"Sums of money that are borrowed and expected to be paid back with interest. The net increase in the government's liabilities to domestic creditors, representing new borrowing from domestic sources minus repayments. Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F4_L_SP,"Loans, Liabilities, Stock positions",,"Sums of money that are borrowed and expected to be paid back with interest. Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F5_A_SP,"Equity and investment fund shares, Assets, Stock positions",,"Ownership interest in companies (equity) and shares in investment funds. Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F5_DC_L_SP,"Equity and investment fund shares, Domestic Creditors, Liabilities, Stock positions",,"Ownership interest in companies (equity) and shares in investment funds. Domestic Creditors Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F5_DD_A_SP,"Equity and investment fund shares, Domestic Debtors, Assets, Stock positions",,"Ownership interest in companies (equity) and shares in investment funds. Domestic Debtors Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F5_FC_L_SP,"Equity and investment fund shares, Foreign Creditors, Liabilities, Stock positions",,"Ownership interest in companies (equity) and shares in investment funds. Foreign Creditors Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F5_FD_A_SP,"Equity and investment fund shares, Foreign Debtors, Assets, Stock positions",,"Ownership interest in companies (equity) and shares in investment funds. Foreign Debtors Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F5_G32_A_T,"Equity and investment fund shares, Net acquisition of financial assets, Transactions",,"Ownership interest in companies (equity) and shares in investment funds. The difference between the acquisition and disposal of financial assets by the government, representing the net increase in financial assets. Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F5_G32_DD_A_T,"Equity and investment fund shares, Net acquisition of financial assets, Domestic Debtors, Transactions",,"Ownership interest in companies (equity) and shares in investment funds. The difference between the acquisition and disposal of financial assets by the government, representing the net increase in financial assets. Domestic Debtors Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F5_G32_FD_A_T,"Equity and investment fund shares, Net acquisition of financial assets, Foreign Debtors, Transactions",,"Ownership interest in companies (equity) and shares in investment funds. The difference between the acquisition and disposal of financial assets by the government, representing the net increase in financial assets. Foreign Debtors Assets are a store of value representing a benefit or series of benefits accruing to the economic owner by holding or using the item over a period of time. It is a means of carrying forward value from one accounting period to another. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F5_G33_DC_L_T,"Equity and investment fund shares, Net incurrence of liabilities, Domestic Creditors, Transactions",,"Ownership interest in companies (equity) and shares in investment funds. The net increase in the government's liabilities to domestic creditors, representing new borrowing from domestic sources minus repayments. Domestic Creditors Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F5_G33_FC_L_T,"Equity and investment fund shares, Net incurrence of liabilities, Foreign Creditors, Transactions",,"Ownership interest in companies (equity) and shares in investment funds. The net increase in the government's liabilities to domestic creditors, representing new borrowing from domestic sources minus repayments. Foreign Creditors Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F5_G33_L_T,"Equity and investment fund shares, Net incurrence of liabilities, Transactions",,"Ownership interest in companies (equity) and shares in investment funds. The net increase in the government's liabilities to domestic creditors, representing new borrowing from domestic sources minus repayments. Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F5_L_SP,"Equity and investment fund shares, Liabilities, Stock positions",,"Ownership interest in companies (equity) and shares in investment funds. Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F61_G33_L_T,"Nonlife insurance technical reserves, Net incurrence of liabilities, Transactions",,"Reserves held by insurance companies to cover claims related to nonlife insurance policies. The net increase in the government's liabilities to domestic creditors, representing new borrowing from domestic sources minus repayments. Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F61_L_SP,"Nonlife insurance technical reserves, Liabilities, Stock positions",,"Reserves held by insurance companies to cover claims related to nonlife insurance policies. Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. The values of assets, liabilities, and equity held at a specific point in time."
CL_GFS_INDICATOR,F62_G33_L_T,"Life insurance and annuities entitlements, Net incurrence of liabilities, Transactions",,"Financial claims of policyholders against an institutional unit offering life insurance or providing annuities. The net increase in the government's liabilities to domestic creditors, representing new borrowing from domestic sources minus repayments. Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. Economic flows that result from interactions between institutional units by mutual agreement, involving an exchange of value."
CL_GFS_INDICATOR,F62_L_SP,"Life insurance and annuities entitlements, Liabilities, Stock positions",,"Financial claims of policyholders against an institutional unit offering life insurance or providing annuities. Obligations where one unit (the debtor) is obliged, under specific circumstances, to provide funds or other resources to another unit (the creditor). These include shares and other equity in corporations. The values of assets, liabilities, and equity held at a specific point in time."
